feedback_text,count,percent
"Bài Cossack Squat vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi so với khả năng hiện tại.",1,0.0069
"Bài Dead Bug vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi so với khả năng hiện tại.",1,0.0069
"Tôi thấy Crab Walk đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, trong buổi tập này.",1,0.0069
"Bài Cossack Squat vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi thấy Cossack Squat đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở phần cuối buổi.",1,0.0069
"Bài Plank vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở bối cảnh lịch tập này.",1,0.0069
"Cossack Squat khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, trong nhịp tập tuần này.",1,0.0069
"Reverse Crunch khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, trong lần đánh giá hôm nay.",1,0.0069
"Bài Dead Bug vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở bối cảnh lịch tập này.",1,0.0069
"Bird Dog khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, trong lần đánh giá hôm nay.",1,0.0069
"Seated Inner Thigh Adductor Machine phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, ở phần cuối buổi.",1,0.0069
"Tôi thích Ab Crunch Machine, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, trong nhịp tập tuần này.",1,0.0069
"Bài Pull-Up dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, sau khi hoàn thành phần chính.",1,0.0069
"Bài Chin-Up dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi thích Seated Inner Thigh Adductor Machine, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, sau vài set đầu.",1,0.0069
"Tôi thích Box Jump, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, trong nhịp tập tuần này.",1,0.0069
"Bài Medicine Ball Slam dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",1,0.0069
"Bài Pull-Up dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi thích Machine Hip Adductor, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",1,0.0069
"Seated Inner Thigh Adductor Machine phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, khi tập với mức hiện tại.",1,0.0069
"Box Jump phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, ở phần cuối buổi.",1,0.0069
"Bài Machine Hip Adductor dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",1,0.0069
"Bài Box Jump dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, khi so với khả năng hiện tại.",1,0.0069
"Machine Hip Adductor phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, ở phần cuối buổi.",1,0.0069
"Tôi thích Reverse Nordic Curl, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, sau vài set đầu.",1,0.0069
"Bài Hollow Body Hold dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Bài Skater Squat dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi thích Hollow Body Hold, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, sau vài set đầu.",1,0.0069
"Skater Squat phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, khi tập với mức hiện tại.",1,0.0069
"Glute Bridge phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, ở phần cuối buổi.",1,0.0069
"Tôi thích Reverse Crunch, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, ở lần ghi nhận gần đây.",1,0.0069
"Bài V-Up dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Push-Up phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, trong buổi tập này.",1,0.0069
"Bài Neck Bridge dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",1,0.0069
"Tôi thích Single-Leg Glute Bridge, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, sau vài set đầu.",1,0.0069
"Hindu Push-Up phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, khi tập với mức hiện tại.",1,0.0069
"Tôi thích Dead Bug, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",1,0.0069
"Bài Hollow Body Hold dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi thích Neck Bridge, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, ở lần ghi nhận gần đây.",1,0.0069
"Tôi thích Skater Squat, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, trong nhịp tập tuần này.",1,0.0069
"Bài Reverse Nordic Curl dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi so với khả năng hiện tại.",1,0.0069
"Reverse Nordic Curl phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, ở phần cuối buổi.",1,0.0069
"Bird Dog phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, khi tập với mức hiện tại.",1,0.0069
"Dead Bug phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, khi xét cảm giác phục hồi.",1,0.0069
"Lateral Band Walk phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, ở phần cuối buổi.",1,0.0069
"Bài Reverse Hack Squat vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Standing Ab Wheel Rollout phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, ở phần cuối buổi.",1,0.0069
"Tôi thấy Lateral Band Walk đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở phần cuối buổi.",1,0.0069
"Bài Reverse Hack Squat dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi thấy Standing Ab Wheel Rollout đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, trong buổi tập này.",1,0.0069
"Hack Squat phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, khi tập với mức hiện tại.",1,0.0069
"Tôi thích Band Pull-Apart, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",1,0.0069
"Bài Band Pull-Apart vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",1,0.0069
"Bài Lateral Band Walk dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, sau khi hoàn thành phần chính.",1,0.0069
"Reverse Hack Squat khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, trong nhịp tập tuần này.",1,0.0069
"Bài Standing Ab Wheel Rollout dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, sau khi hoàn thành phần chính.",1,0.0069
"Bài Band Pull-Apart vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở bối cảnh lịch tập này.",1,0.0069
"Tôi thích Reverse Hack Squat, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, trong nhịp tập tuần này.",1,0.0069
"Tôi thấy Reverse Hack Squat đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi tập với mức hiện tại.",1,0.0069
"Bài Standing Ab Wheel Rollout vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi so với khả năng hiện tại.",1,0.0069
"Tôi thấy Hack Squat đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi tập với mức hiện tại.",1,0.0069
"Tôi thích Medicine Ball Slam, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, ở lần ghi nhận gần đây.",1,0.0069
"Bài Medicine Ball Woodchop dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi thích Medicine Ball Slam, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",1,0.0069
"Tôi thích Medicine Ball Slam, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, sau vài set đầu.",1,0.0069
"Tôi thích Medicine Ball Slam, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 5/5, trong nhịp tập tuần này.",1,0.0069
"Bài Medicine Ball Slam dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, khi theo giáo án hiện tại.",1,0.0069
"Medicine Ball Slam phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, ở phần cuối buổi.",1,0.0069
"Medicine Ball Slam phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, khi tập với mức hiện tại.",1,0.0069
"Medicine Ball Slam phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, khi tập với mức hiện tại.",1,0.0069
"Tôi thích Medicine Ball Slam, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, trong nhịp tập tuần này.",1,0.0069
"Dumbbell Front Raise phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, khi tập với mức hiện tại.",1,0.0069
"Tôi thích Lying Dumbbell Leg Curl, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 5/5, trong lần đánh giá hôm nay.",1,0.0069
"Bài Dumbbell Front Squat dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, khi theo giáo án hiện tại.",1,0.0069
"Alternating Dumbbell Walking Lunge phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, ở phần cuối buổi.",1,0.0069
"Dumbbell Hammer Curl phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, khi tập với mức hiện tại.",1,0.0069
"Tôi thích Bent-Over Dumbbell Reverse Fly, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, ở lần ghi nhận gần đây.",1,0.0069
"Bài Zottman Curl dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi thích Dumbbell Floor Press, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 5/5, trong nhịp tập tuần này.",1,0.0069
"Bài Dumbbell Front Raise dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, sau khi hoàn thành phần chính.",1,0.0069
"Bài Dumbbell Walking Lunge dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi thích Dumbbell Front Squat, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, sau vài set đầu.",1,0.0069
"Dumbbell Shrug phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, khi tập với mức hiện tại.",1,0.0069
"Bài Bent-Over Dumbbell Reverse Fly dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, sau khi hoàn thành phần chính.",1,0.0069
"Bài Dumbbell Shrug dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Dumbbell Floor Press phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, khi tập với mức hiện tại.",1,0.0069
"Tôi thích Dumbbell Front Raise, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",1,0.0069
"Bài Lying Dumbbell Leg Curl dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, khi theo giáo án hiện tại.",1,0.0069
"Bài Dumbbell Front Squat dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, khi so với khả năng hiện tại.",1,0.0069
"Bài Alternating Dumbbell Walking Lunge dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Bài Bent-Over Dumbbell Reverse Fly dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, khi theo giáo án hiện tại.",1,0.0069
"Bài Dumbbell Front Raise dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, khi theo giáo án hiện tại.",1,0.0069
"Dumbbell Walking Lunge phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, ở phần cuối buổi.",1,0.0069
"Dumbbell Front Squat phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, khi tập với mức hiện tại.",1,0.0069
"Dumbbell Shrug phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, khi xét cảm giác phục hồi.",1,0.0069
"Bài Bent-Over Dumbbell Reverse Fly dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Bài Lying Dumbbell Leg Curl dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Bài Dumbbell Walking Lunge dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, sau khi hoàn thành phần chính.",1,0.0069
"Alternating Dumbbell Walking Lunge phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, khi tập với mức hiện tại.",1,0.0069
"Dumbbell Hammer Curl phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, ở phần cuối buổi.",1,0.0069
"Bài Dumbbell Shrug dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, khi theo giáo án hiện tại.",1,0.0069
"Bài Zottman Curl dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",1,0.0069
"Hindu Push-Up khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, sau vài set đầu.",1,0.0069
"Tôi thấy Burpee đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, trong buổi tập này.",1,0.0069
"Battle Ropes khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",1,0.0069
"Battle Ropes phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, ở phần cuối buổi.",1,0.0069
"Tôi thích Battle Ropes, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, trong lần đánh giá hôm nay.",1,0.0069
"Bài Burpee vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, sau khi hoàn thành phần chính.",1,0.0069
"Tôi thấy Battle Ropes đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở phần cuối buổi.",1,0.0069
"Bài Battle Ropes vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",1,0.0069
"Single-Leg Glute Bridge khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, sau vài set đầu.",1,0.0069
"Reverse Nordic Curl khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, trong nhịp tập tuần này.",1,0.0069
"Tôi thấy Side-Lying Inner Thigh Raise đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, trong buổi tập này.",1,0.0069
"Bài V-Up vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Tôi thấy Single-Leg Glute Bridge đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi xét cảm giác phục hồi.",1,0.0069
"Tôi thấy Skater Squat đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở phần cuối buổi.",1,0.0069
"Dead Bug khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, trong lần đánh giá hôm nay.",1,0.0069
"Bài Hollow Body Hold vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, sau khi hoàn thành phần chính.",1,0.0069
"V-Up khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, sau vài set đầu.",1,0.0069
"Bài Reverse Nordic Curl vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi theo giáo án hiện tại.",1,0.0069
"Bài Skater Squat vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",1,0.0069
"Neck Bridge khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",1,0.0069
"Bài V-Up vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở bối cảnh lịch tập này.",1,0.0069
"Bài Reverse Nordic Curl vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",1,0.0069
"Bài Front Plank with Reach vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi theo giáo án hiện tại.",1,0.0069
"Bài Skater Squat vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Bài Bird Dog vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi so với khả năng hiện tại.",1,0.0069
"Tôi thấy Glute Bridge đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi xét cảm giác phục hồi.",1,0.0069
"Bài V-Up vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",1,0.0069
"Swiss Ball Crunch khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, sau vài set đầu.",1,0.0069
"Tôi thích Crab Walk, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, trong nhịp tập tuần này.",1,0.0069
"Tôi thích Swiss Ball Crunch, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, trong nhịp tập tuần này.",1,0.0069
"Tôi thấy Swiss Ball Crunch đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở phần cuối buổi.",1,0.0069
"Crab Walk phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, ở phần cuối buổi.",1,0.0069
"Band Pull-Apart phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, khi xét cảm giác phục hồi.",1,0.0069
"Bài TRX Push-Up dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, khi theo giáo án hiện tại.",1,0.0069
"Machine Incline Chest Press phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, ở phần cuối buổi.",1,0.0069
"Lateral Band Walk phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, khi tập với mức hiện tại.",1,0.0069
"Tôi thích Seated Leg Curl, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",1,0.0069
"Bài TRX Pistol Squat dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",1,0.0069
"Machine Pullover phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, ở phần cuối buổi.",1,0.0069
