sample_id,sample_source,task_type,user_id,plan_id,exercise_id,training_level,primary_goal,secondary_goal,gender,age,height_cm,weight_kg,bmi,bmi_category,training_days_per_week,preferred_split,gym_access_level,available_equipment_count,injury_count,limitation_count,exercise_category,exercise_difficulty,minimum_training_level,primary_muscle_count,secondary_muscle_count,equipment_count,technical_complexity_score,fatigue_score,mobility_requirement,balance_requirement,estimated_MET,primary_muscles,secondary_muscles,equipment,movement_pattern,joint_stress_areas,contraindications,joint_stress_count,contraindication_count,completion_rate,set_completion_rate,skipped_rate,partial_rate,average_rpe,average_fatigue,pain_rate,trend,safety_status,risk_score,risk_flag_count,contraindication_match_count,pain_match_count,sentiment_positive_count,sentiment_neutral_count,sentiment_negative_count,too_easy_count,too_hard_count,liked_exercise_count,disliked_exercise_count,pain_related_exercise_count,recommended_action,days_per_week,label_name,label_value,feedback_id,history_session_id,history_item_id,plan_item_id,rating,sentiment,difficulty_feedback,enjoyment_rating,fatigue_feedback,pain_feedback,duration_feedback,progression_preference,requested_action,feedback_reason_tag_count,actual_rpe,actual_load_kg,difficulty_rating,exercise_enjoyment,pain_during_exercise,technique_quality,session_rpe,session_completion_pct,plan_item_role,exercise_preference,pain_area_count,safety_label
PREF0008728,preference_training_dataset,preference,U000165,PLAN000665,EX0340,Advanced,Muscular Endurance,Athletic Performance,Female,27,163.0,56.3,21.19,Normal,2,Upper Lower,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012728,WHS00012223,WHI000053738,WPI00011750,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,7.2,0.0,3.0,3.0,No,Fair,7.0,100.0,Isolation,Neutral,,
PREF0008730,preference_training_dataset,preference,U000161,PLAN000661,EX0340,Beginner,Rehabilitation and Joint Health,Muscle Gain,Female,29,167.0,59.8,21.44,Normal,4,Auto,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012730,WHS00012155,WHI000053433,WPI00011692,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,4.5,0.0,1.0,3.0,No,Good,4.8,100.0,Isolation,Neutral,,
PREF0008731,preference_training_dataset,preference,U000012,PLAN000012,EX0340,Intermediate,Fat Loss,General Fitness,Male,28,162.0,86.1,32.81,Obese,3,Push Pull Legs,Limited Gym,3,1,1,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Dislike,FB00012731,WHS00000207,WHI000001018,WPI00000241,2.0,Negative,Too Hard,1.0,Not Applicable,No Pain,Not Applicable,Reduce Difficulty,Replace Exercise,5.0,7.2,0.0,3.0,1.0,No,Good,7.0,100.0,Isolation,Dislike,,
PREF0008732,preference_training_dataset,preference,U000198,PLAN000698,EX0340,Beginner,Athletic Performance,Mobility and Flexibility,Female,31,152.0,64.5,27.92,Overweight,4,Upper Lower,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012732,WHS00012828,WHI000056253,WPI00012319,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,7.0,0.0,2.0,3.0,No,Fair,7.0,100.0,Isolation,Neutral,,
PREF0008734,preference_training_dataset,preference,U000105,PLAN000105,EX0340,Beginner,Fat Loss,Strength,Male,25,173.0,92.0,30.74,Obese,5,Auto,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00012734,WHS00001937,WHI000008711,WPI00001871,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,5.0,7.2,0.0,3.0,4.0,No,Good,7.0,100.0,Isolation,Like,,
PREF0008735,preference_training_dataset,preference,U000018,PLAN000518,EX0340,Advanced,General Fitness,Mobility and Flexibility,Female,20,166.0,64.8,23.52,Normal,2,Chest Back Legs,Limited Gym,4,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012735,WHS00009530,WHI000041713,WPI00009157,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,8.0,0.0,3.0,3.0,No,Fair,7.7,100.0,Isolation,Neutral,,
PREF0008736,preference_training_dataset,preference,U000153,PLAN000653,EX0340,Beginner,Muscular Endurance,Fat Loss,Female,21,172.0,57.1,19.3,Normal,2,Full Body,Limited Gym,4,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Dislike,FB00012736,WHS00012026,WHI000052827,WPI00011552,2.0,Negative,Too Hard,3.0,Not Applicable,No Pain,Not Applicable,Reduce Difficulty,Reduce Difficulty,5.0,0.0,0.0,0.0,0.0,No,,0.0,0.0,Isolation,Dislike,,
PREF0008737,preference_training_dataset,preference,U000305,PLAN000305,EX0340,Beginner,General Fitness,Rehabilitation and Joint Health,Other,27,162.0,76.5,29.15,Overweight,6,Push Pull Legs,Limited Gym,9,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00012737,WHS00005609,WHI000025073,WPI00005535,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,5.0,6.8,0.0,2.0,4.0,No,Good,6.8,100.0,Isolation,Like,,
PREF0008739,preference_training_dataset,preference,U000008,PLAN000008,EX0340,Intermediate,Fat Loss,General Fitness,Prefer not to say,26,182.0,105.3,31.79,Obese,6,Full Body,Limited Gym,3,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012739,WHS00000144,WHI000000692,WPI00000151,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,6.5,0.0,2.0,3.0,No,Good,6.7,100.0,Isolation,Neutral,,
PREF0008741,preference_training_dataset,preference,U000147,PLAN000647,EX0340,Beginner,Muscle Gain,Fat Loss,Female,19,159.0,50.9,20.13,Normal,2,Upper Lower,Limited Gym,6,1,1,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012741,WHS00011912,WHI000052123,WPI00011430,3.0,Neutral,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,8.0,0.0,3.0,4.0,No,Fair,7.8,100.0,Isolation,Neutral,,
PREF0008742,preference_training_dataset,preference,U000025,PLAN000025,EX0340,Advanced,Strength,Athletic Performance,Male,23,177.0,78.3,24.99,Normal,2,Push Pull Legs,Limited Gym,3,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012742,WHS00000455,WHI000001997,WPI00000465,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,8.0,0.0,3.0,3.0,No,Fair,8.0,100.0,Isolation,Neutral,,
PREF0008743,preference_training_dataset,preference,U000161,PLAN000161,EX0340,Beginner,Rehabilitation and Joint Health,Muscle Gain,Female,29,167.0,59.8,21.44,Normal,4,Auto,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00012743,WHS00002947,WHI000013120,WPI00002875,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,5.0,4.8,0.0,1.0,4.0,No,Good,5.1,100.0,Isolation,Like,,
PREF0008744,preference_training_dataset,preference,U000012,PLAN000012,EX0340,Intermediate,Fat Loss,General Fitness,Male,28,162.0,86.1,32.81,Obese,3,Push Pull Legs,Limited Gym,3,1,1,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00012744,WHS00000223,WHI000001071,WPI00000244,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,5.0,7.2,0.0,3.0,4.0,No,Good,7.0,100.0,Isolation,Like,,
PREF0008745,preference_training_dataset,preference,U000025,PLAN000025,EX0340,Advanced,Strength,Athletic Performance,Male,23,177.0,78.3,24.99,Normal,2,Push Pull Legs,Limited Gym,3,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012745,WHS00000454,WHI000001990,WPI00000472,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,7.8,0.0,3.0,3.0,No,Good,8.0,100.0,Isolation,Neutral,,
PREF0008746,preference_training_dataset,preference,U000161,PLAN000661,EX0340,Beginner,Rehabilitation and Joint Health,Muscle Gain,Female,29,167.0,59.8,21.44,Normal,4,Auto,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012746,WHS00012154,WHI000053427,WPI00011682,3.0,Neutral,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,4.8,0.0,1.0,4.0,No,Fair,4.8,100.0,Isolation,Neutral,,
PREF0008747,preference_training_dataset,preference,U000161,PLAN000161,EX0340,Beginner,Rehabilitation and Joint Health,Muscle Gain,Female,29,167.0,59.8,21.44,Normal,4,Auto,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Dislike,FB00012747,WHS00002954,WHI000013169,WPI00002865,2.0,Negative,Too Hard,3.0,Not Applicable,No Pain,Not Applicable,Reduce Difficulty,Replace Exercise,5.0,0.0,0.0,0.0,0.0,No,,0.0,0.0,Isolation,Dislike,,
PREF0008748,preference_training_dataset,preference,U000105,PLAN000105,EX0340,Beginner,Fat Loss,Strength,Male,25,173.0,92.0,30.74,Obese,5,Auto,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00012748,WHS00001932,WHI000008687,WPI00001871,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,5.0,7.0,0.0,2.0,4.0,No,Good,7.0,100.0,Isolation,Like,,
PREF0008749,preference_training_dataset,preference,U000105,PLAN000105,EX0340,Beginner,Fat Loss,Strength,Male,25,173.0,92.0,30.74,Obese,5,Auto,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012749,WHS00001930,WHI000008677,WPI00001885,3.0,Neutral,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,6.8,0.0,2.0,4.0,No,Fair,7.0,100.0,Isolation,Neutral,,
PREF0008750,preference_training_dataset,preference,U000174,PLAN000174,EX0340,Advanced,Mobility and Flexibility,Athletic Performance,Male,18,171.0,87.4,29.89,Overweight,4,Push Pull Legs,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00012750,WHS00003182,WHI000014089,WPI00003059,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,5.0,6.0,0.0,2.0,4.0,No,Good,5.8,100.0,Isolation,Like,,
PREF0008751,preference_training_dataset,preference,U000462,PLAN000962,EX0340,Advanced,Muscle Gain,Muscular Endurance,Male,44,175.0,65.6,21.42,Normal,6,Auto,Commercial Gym,10,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012751,WHS00017683,WHI000077290,WPI00016930,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,8.7,0.0,4.0,3.0,No,Fair,8.7,100.0,Isolation,Neutral,,
PREF0008752,preference_training_dataset,preference,U000462,PLAN000962,EX0340,Advanced,Muscle Gain,Muscular Endurance,Male,44,175.0,65.6,21.42,Normal,6,Auto,Commercial Gym,10,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00012752,WHS00017675,WHI000077242,WPI00016917,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,5.0,8.4,0.0,4.0,4.0,No,Fair,8.7,100.0,Isolation,Like,,
PREF0008753,preference_training_dataset,preference,U000018,PLAN000518,EX0340,Advanced,General Fitness,Mobility and Flexibility,Female,20,166.0,64.8,23.52,Normal,2,Chest Back Legs,Limited Gym,4,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012753,WHS00009529,WHI000041706,WPI00009155,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,8.0,0.0,3.0,3.0,No,Fair,7.7,100.0,Isolation,Neutral,,
PREF0008754,preference_training_dataset,preference,U000161,PLAN000661,EX0340,Beginner,Rehabilitation and Joint Health,Muscle Gain,Female,29,167.0,59.8,21.44,Normal,4,Auto,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00012754,WHS00012158,WHI000053455,WPI00011682,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,5.0,5.0,0.0,1.0,4.0,No,Good,4.8,100.0,Isolation,Like,,
PREF0008755,preference_training_dataset,preference,U000453,PLAN000453,EX0340,Advanced,Athletic Performance,Rehabilitation and Joint Health,Other,18,167.0,77.1,27.65,Overweight,2,Push Pull Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012755,WHS00008313,WHI000035918,WPI00007875,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,6.5,0.0,2.0,3.0,No,Good,6.8,100.0,Isolation,Neutral,,
PREF0008756,preference_training_dataset,preference,U000012,PLAN000012,EX0340,Intermediate,Fat Loss,General Fitness,Male,28,162.0,86.1,32.81,Obese,3,Push Pull Legs,Limited Gym,3,1,1,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Dislike,FB00012756,WHS00000222,WHI000001068,WPI00000241,2.0,Negative,Too Hard,3.0,Not Applicable,No Pain,Not Applicable,Reduce Difficulty,Reduce Difficulty,5.0,0.0,0.0,0.0,0.0,No,,0.0,0.0,Isolation,Dislike,,
PREF0008757,preference_training_dataset,preference,U000025,PLAN000025,EX0340,Advanced,Strength,Athletic Performance,Male,23,177.0,78.3,24.99,Normal,2,Push Pull Legs,Limited Gym,3,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012757,WHS00000453,WHI000001983,WPI00000465,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,7.8,0.0,3.0,3.0,No,Good,8.0,100.0,Isolation,Neutral,,
PREF0008758,preference_training_dataset,preference,U000174,PLAN000174,EX0340,Advanced,Mobility and Flexibility,Athletic Performance,Male,18,171.0,87.4,29.89,Overweight,4,Push Pull Legs,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00012758,WHS00003177,WHI000014053,WPI00003051,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,5.0,5.5,0.0,1.0,4.0,No,Good,5.8,100.0,Isolation,Like,,
PREF0008760,preference_training_dataset,preference,U000170,PLAN000670,EX0340,Advanced,Muscular Endurance,Mobility and Flexibility,Male,22,173.0,89.5,29.9,Overweight,2,Upper Lower,Limited Gym,4,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012760,WHS00012316,WHI000054132,WPI00011821,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,7.4,0.0,3.0,3.0,No,Good,7.4,100.0,Isolation,Neutral,,
PREF0008761,preference_training_dataset,preference,U000170,PLAN000670,EX0340,Advanced,Muscular Endurance,Mobility and Flexibility,Male,22,173.0,89.5,29.9,Overweight,2,Upper Lower,Limited Gym,4,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012761,WHS00012320,WHI000054152,WPI00011821,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,7.3,0.0,3.0,3.0,No,Good,7.6,100.0,Isolation,Neutral,,
PREF0008762,preference_training_dataset,preference,U000462,PLAN000962,EX0340,Advanced,Muscle Gain,Muscular Endurance,Male,44,175.0,65.6,21.42,Normal,6,Auto,Commercial Gym,10,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00012762,WHS00017673,WHI000077230,WPI00016904,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,5.0,8.4,0.0,4.0,4.0,No,Fair,8.7,100.0,Isolation,Like,,
PREF0008765,preference_training_dataset,preference,U000453,PLAN000453,EX0340,Advanced,Athletic Performance,Rehabilitation and Joint Health,Other,18,167.0,77.1,27.65,Overweight,2,Push Pull Legs,Commercial Gym,12,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012765,WHS00008323,WHI000035978,WPI00007875,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,7.0,0.0,2.0,3.0,No,Good,6.8,100.0,Isolation,Neutral,,
PREF0008766,preference_training_dataset,preference,U000170,PLAN000670,EX0340,Advanced,Muscular Endurance,Mobility and Flexibility,Male,22,173.0,89.5,29.9,Overweight,2,Upper Lower,Limited Gym,4,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00012766,WHS00012314,WHI000054122,WPI00011821,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,5.0,7.1,0.0,2.0,3.0,No,Good,7.4,100.0,Isolation,Neutral,,
PREF0008767,preference_training_dataset,preference,U000105,PLAN000605,EX0340,Beginner,Fat Loss,Strength,Male,25,173.0,92.0,30.74,Obese,5,Auto,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00012767,WHS00011127,WHI000048896,WPI00010688,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,5.0,6.8,0.0,2.0,4.0,No,Good,7.3,100.0,Isolation,Like,,
PREF0008770,preference_training_dataset,preference,U000321,PLAN000321,EX0340,Advanced,Strength,Muscle Gain,Prefer not to say,32,161.0,59.6,22.99,Normal,3,Push Pull Legs,Commercial Gym,20,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00012770,WHS00005888,WHI000026342,WPI00005814,4.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,5.0,8.2,0.0,3.0,4.0,No,Fair,8.0,100.0,Isolation,Like,,
PREF0008776,preference_training_dataset,preference,U000161,PLAN000161,EX0340,Beginner,Rehabilitation and Joint Health,Muscle Gain,Female,29,167.0,59.8,21.44,Normal,4,Auto,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00012776,WHS00002957,WHI000013190,WPI00002855,5.0,Positive,Too Easy,4.0,Not Applicable,No Pain,Not Applicable,Increase Difficulty,Increase Difficulty,5.0,5.1,0.0,1.0,4.0,No,Good,5.3,100.0,Isolation,Like,,
PREF0008777,preference_training_dataset,preference,U000174,PLAN000174,EX0340,Advanced,Mobility and Flexibility,Athletic Performance,Male,18,171.0,87.4,29.89,Overweight,4,Push Pull Legs,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,1,1,2.0,1.5,2.0,1.5,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Cable Machine""]",Elbow Extension,"[""Elbow""]","[""Elbow tendinopathy""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Like,FB00012777,WHS00003181,WHI000014081,WPI00003051,5.0,Positive,Appropriate,4.0,Not Applicable,No Pain,Not Applicable,Maintain,Keep,5.0,5.8,0.0,1.0,4.0,No,Good,5.8,100.0,Isolation,Like,,
