sample_id,user_id,exercise_id,training_level,primary_goal,secondary_goal,gender,age,height_cm,weight_kg,bmi,bmi_category,training_days_per_week,preferred_split,gym_access_level,available_equipment_count,injury_count,limitation_count,exercise_category,exercise_difficulty,minimum_training_level,primary_muscle_count,secondary_muscle_count,equipment_count,technical_complexity_score,fatigue_score,mobility_requirement,balance_requirement,estimated_MET,primary_muscles,secondary_muscles,equipment,movement_pattern,joint_stress_areas,contraindications,joint_stress_count,contraindication_count,pain_rate,pain_feedback,pain_area_count,pain_during_exercise,pain_match_count,contraindication_match_count,risk_flag_count,risk_score,safety_label
SAFE0000374,U000374,EX0227,Beginner,Fat Loss,Athletic Performance,Prefer not to say,19,166.0,64.4,23.37,Normal,2,Chest Back Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.0625,,0,,0,0,0,0.0,Safe
SAFE0000375,U000375,EX0088,Advanced,Athletic Performance,General Fitness,Prefer not to say,36,162.0,54.1,20.61,Normal,4,Auto,Limited Gym,9,0,0,Bodyweight,Advanced,Advanced,2,2,1,4.0,3.5,3.0,2.0,4.5,"[""Hamstrings"", ""Gluteus Maximus""]","[""Gastrocnemius"", ""Erector Spinae""]","[""GHR Machine""]",Knee Flexion,"[""Knee"", ""Hamstrings""]","[""Acute hamstring strain"", ""Knee pain""]",2,2,0.05,,0,,0,0,1,0.25,Monitor
SAFE0000376,U000376,EX0181,Intermediate,General Fitness,Muscle Gain,Prefer not to say,20,173.0,67.9,22.69,Normal,3,Body Part Split,Commercial Gym,17,1,1,Bodyweight,Intermediate,Intermediate,2,1,1,3.0,3.5,3.0,3.0,4.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Suspension Trainer (TRX)""]",Horizontal Push,"[""Shoulder"", ""Wrist""]","[""Shoulder instability""]",2,1,0.0526,,0,,0,0,1,0.55,Review
SAFE0000377,U000377,EX0180,Advanced,General Fitness,Mobility and Flexibility,Female,22,162.0,83.4,31.78,Obese,2,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.0,1.0,1.5,1.5,2.0,"[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]","[""Deltoids"", ""Hamstrings""]","[""Mat""]",Core Anti-Rotation,"[""Lower Back"", ""Wrist""]","[""None""]",2,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000378,U000378,EX0137,Advanced,Mobility and Flexibility,General Fitness,Male,40,166.0,68.8,24.97,Normal,2,Upper Lower,Commercial Gym,18,0,0,Resistance Training,Beginner,Beginner,2,1,1,1.0,1.5,1.5,1.0,2.0,"[""Biceps Brachii"", ""Brachialis""]","[""Brachioradialis""]","[""Bicep Curl Machine""]",Elbow Flexion,"[""Elbow"", ""Wrist""]","[""Medial epicondylitis""]",2,1,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000379,U000379,EX0274,Beginner,Strength,Mobility and Flexibility,Other,28,161.0,76.1,29.36,Overweight,4,Push Pull Legs,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,3,1,1,1.0,1.0,1.0,1.5,1.5,"[""Adductors (Longus, Magnus, Brevis)"", ""Gracilis"", ""Pectineus""]","[""None""]","[""Mat""]",Hip Adduction,"[""Hip"", ""Groin""]","[""Acute groin strain""]",2,1,0.0256,,0,,0,0,0,0.0,Safe
SAFE0000380,U000380,EX0004,Beginner,Mobility and Flexibility,Muscular Endurance,Other,38,174.0,60.9,20.11,Normal,4,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.027,Mild Discomfort,1,,0,0,0,0.0,Safe
SAFE0000381,U000381,EX0143,Beginner,Muscle Gain,Strength,Female,22,157.0,67.4,27.34,Overweight,2,Chest Back Legs,Limited Gym,8,0,0,Resistance Training,Beginner,Beginner,1,1,1,1.5,2.0,2.0,1.5,3.0,"[""Gluteus Maximus""]","[""Hamstrings""]","[""Glute Kickback Machine""]",Hip Extension,"[""Lower Back"", ""Hip""]","[""Lumbar disc herniation""]",2,1,0.0625,Mild Discomfort,1,,0,0,0,0.0,Safe
SAFE0000382,U000382,EX0004,Advanced,Muscular Endurance,Rehabilitation and Joint Health,Other,28,168.0,78.7,27.88,Overweight,2,Chest Back Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000383,U000383,EX0026,Advanced,Athletic Performance,Mobility and Flexibility,Prefer not to say,35,167.0,83.4,29.9,Overweight,4,Chest Back Legs,Home Gym,4,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0526,,0,,0,0,0,0.0,Safe
SAFE0000384,U000384,EX0242,Intermediate,Strength,General Fitness,Other,18,162.0,68.8,26.22,Overweight,6,Full Body,Commercial Gym,11,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000385,U000385,EX0026,Beginner,Rehabilitation and Joint Health,Fat Loss,Female,26,156.0,45.8,18.82,Normal,3,Auto,Limited Gym,3,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0488,Mild Discomfort,1,,0,0,0,0.0,Safe
SAFE0000386,U000386,EX0004,Intermediate,Fat Loss,Rehabilitation and Joint Health,Male,26,160.0,49.4,19.3,Normal,2,Auto,Limited Gym,8,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0625,,0,,0,0,0,0.0,Safe
SAFE0000387,U000387,EX0180,Beginner,General Fitness,Mobility and Flexibility,Male,42,175.0,82.1,26.81,Overweight,3,Push Pull Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.0,1.0,1.5,1.5,2.0,"[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]","[""Deltoids"", ""Hamstrings""]","[""Mat""]",Core Anti-Rotation,"[""Lower Back"", ""Wrist""]","[""None""]",2,1,0.0811,,0,,0,0,0,0.0,Safe
SAFE0000388,U000388,EX0004,Advanced,Muscle Gain,Rehabilitation and Joint Health,Female,21,150.0,42.9,19.07,Normal,4,Push Pull Legs,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000389,U000389,EX0004,Beginner,Strength,Rehabilitation and Joint Health,Prefer not to say,20,170.0,56.3,19.48,Normal,5,Push Pull Legs,Limited Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.1,Mild Discomfort,1,,0,0,0,0.0,Safe
SAFE0000390,U000390,EX0277,Beginner,Fat Loss,Muscular Endurance,Prefer not to say,28,156.0,64.4,26.46,Overweight,3,Chest Back Legs,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.5,2.0,2.0,3.0,3.0,"[""Triceps Brachii"", ""Gluteus Maximus"", ""Hamstrings""]","[""Core"", ""Shoulders (Anterior Deltoid)""]","[""Bodyweight""]",Gait,"[""Wrist"", ""Shoulder""]",[],2,0,0.0526,,0,,0,0,0,0.0,Safe
SAFE0000391,U000391,EX0052,Advanced,Strength,Rehabilitation and Joint Health,Male,26,174.0,61.6,20.35,Normal,5,Auto,Commercial Gym,16,0,0,Resistance Training,Beginner,Beginner,1,2,1,2.0,4.0,2.0,1.0,4.5,"[""Quadriceps""]","[""Gluteus Maximus"", ""Hamstrings""]","[""Hack Squat Machine""]",Squat,"[""Knee"", ""Lower Back""]","[""Severe knee osteoarthritis""]",2,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000392,U000392,EX0095,Intermediate,Athletic Performance,General Fitness,Female,22,164.0,60.8,22.61,Normal,4,Push Pull Legs,Commercial Gym,11,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,4.0,4.5,3.5,3.5,5.5,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Quadriceps"", ""Gluteus Maximus"", ""Lateral Deltoid""]","[""Barbell""]",Vertical Push,"[""Shoulder"", ""Knee"", ""Lower Back""]","[""Shoulder impingement"", ""Lumbar spine instability""]",3,2,0.0244,,0,,0,0,0,0.0,Safe
SAFE0000393,U000393,EX0004,Beginner,Athletic Performance,Rehabilitation and Joint Health,Prefer not to say,21,169.0,68.6,24.02,Normal,5,Push Pull Legs,Commercial Gym,12,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000394,U000394,EX0004,Advanced,General Fitness,Athletic Performance,Other,22,174.0,83.6,27.61,Overweight,4,Chest Back Legs,Limited Gym,9,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.027,Mild Discomfort,1,,0,0,0,0.0,Safe
SAFE0000395,U000395,EX0125,Advanced,Strength,General Fitness,Male,26,162.0,74.1,28.24,Overweight,5,Body Part Split,Limited Gym,7,1,1,Resistance Training,Beginner,Beginner,1,2,1,1.0,1.5,1.5,1.0,2.0,"[""Lateral Deltoid""]","[""Anterior Deltoid"", ""Supraspinatus""]","[""Lateral Raise Machine""]",Vertical Push,"[""Shoulder""]","[""Acute shoulder impingement""]",1,1,0.0571,Mild Discomfort,1,,0,0,0,0.0,Safe
SAFE0000396,U000396,EX0004,Intermediate,Muscle Gain,Mobility and Flexibility,Male,22,174.0,54.8,18.1,Underweight,3,Auto,Limited Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000397,U000397,EX0003,Beginner,Athletic Performance,Rehabilitation and Joint Health,Female,19,159.0,51.0,20.17,Normal,6,Auto,Limited Gym,6,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.0,1.0,1.0,1.0,3.5,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Chest Press Machine""]",Horizontal Push,"[""Shoulder"", ""Elbow""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000398,U000398,EX0224,Intermediate,Strength,Athletic Performance,Other,18,159.0,63.1,24.96,Normal,2,Auto,Bodyweight Only,2,0,0,Bodyweight,Intermediate,Intermediate,2,2,1,2.5,3.0,3.0,3.0,4.5,"[""Anterior Deltoid"", ""Lateral Deltoid""]","[""Triceps Brachii"", ""Upper Trapezius""]","[""Mat""]",Vertical Push,"[""Shoulder"", ""Wrist"", ""Neck""]","[""High blood pressure"", ""Shoulder instability""]",3,2,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000399,U000399,EX0004,Beginner,Fat Loss,Mobility and Flexibility,Female,21,160.0,75.2,29.37,Overweight,6,Chest Back Legs,Commercial Gym,14,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0732,,0,,0,0,0,0.0,Safe
SAFE0000400,U000400,EX0004,Beginner,Muscular Endurance,Athletic Performance,Prefer not to say,26,159.0,60.9,24.09,Normal,5,Push Pull Legs,Home Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000401,U000401,EX0227,Advanced,Muscular Endurance,Fat Loss,Other,21,158.0,56.9,22.79,Normal,2,Chest Back Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.0625,,0,,0,0,0,0.0,Safe
SAFE0000402,U000402,EX0004,Beginner,General Fitness,Rehabilitation and Joint Health,Female,39,157.0,45.6,18.5,Normal,6,Upper Lower,Limited Gym,6,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000403,U000403,EX0179,Beginner,Mobility and Flexibility,Muscular Endurance,Other,40,168.0,79.3,28.1,Overweight,2,Chest Back Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,2,1,2.5,1.5,1.5,1.5,2.5,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Hip Flexors""]","[""Mat""]",Core Anti-Extension,"[""Lower Back""]","[""None""]",1,1,0.0625,,0,,0,0,0,0.0,Safe
SAFE0000404,U000404,EX0004,Intermediate,Fat Loss,Rehabilitation and Joint Health,Female,38,155.0,63.3,26.35,Overweight,3,Push Pull Legs,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0263,,0,,0,0,1,0.25,Monitor
SAFE0000405,U000405,EX0004,Advanced,General Fitness,Strength,Male,31,163.0,53.9,20.29,Normal,4,Chest Back Legs,Limited Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0278,Mild Discomfort,1,,0,0,0,0.0,Safe
SAFE0000406,U000406,EX0004,Intermediate,Muscular Endurance,Rehabilitation and Joint Health,Female,26,155.0,43.9,18.27,Underweight,6,Push Pull Legs,Limited Gym,7,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000407,U000407,EX0279,Advanced,Mobility and Flexibility,Athletic Performance,Prefer not to say,19,173.0,89.0,29.74,Overweight,5,Chest Back Legs,Commercial Gym,12,1,1,Bodyweight,Advanced,Advanced,2,2,1,3.0,1.5,5.0,4.0,2.0,"[""Neck Extensors (Splenius Capitis, Erector Spinae Cervicis)"", ""Gluteus Maximus""]","[""Hamstrings"", ""Erector Spinae (Lumbar)""]","[""Mat""]",Spinal Extension,"[""Cervical Spine"", ""Lower Back""]","[""Any history of neck pain, cervical disc herniation, or spine issues""]",2,1,0.0513,No Pain,0,,0,0,0,0.0,Safe
SAFE0000408,U000408,EX0004,Beginner,General Fitness,Rehabilitation and Joint Health,Male,34,168.0,71.7,25.4,Overweight,3,Upper Lower,Limited Gym,7,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.027,Mild Discomfort,1,,0,0,0,0.0,Safe
SAFE0000409,U000409,EX0004,Advanced,Athletic Performance,Muscle Gain,Other,33,168.0,61.6,21.83,Normal,3,Chest Back Legs,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0286,No Pain,0,,0,0,0,0.0,Safe
SAFE0000410,U000410,EX0287,Advanced,General Fitness,Athletic Performance,Male,19,180.0,91.5,28.24,Overweight,3,Upper Lower,Home Gym,2,1,1,Bodyweight,Intermediate,Intermediate,2,1,1,3.0,3.0,3.0,3.5,4.0,"[""Quadriceps"", ""Gluteus Maximus""]","[""Hamstrings""]","[""Suspension Trainer (TRX)""]",Squat,"[""Knee"", ""Ankle""]","[""Severe knee osteoarthritis"", ""Patellofemoral pain""]",2,2,0.025,No Pain,0,,0,0,1,0.25,Monitor
SAFE0000411,U000411,EX0319,Intermediate,General Fitness,Rehabilitation and Joint Health,Female,21,159.0,44.4,17.56,Underweight,2,Push Pull Legs,Limited Gym,9,0,0,Bodyweight,Beginner,Beginner,2,2,1,1.0,1.0,1.5,3.5,2.0,"[""Lower Trapezius"", ""Serratus Anterior""]","[""Lateral Deltoid"", ""External Rotators""]","[""Wall""]",Scapular Upward Rotation,"[""Shoulder""]",[],1,0,0.0,No Pain,0,,0,0,0,0.0,Safe
SAFE0000412,U000412,EX0281,Intermediate,Strength,Athletic Performance,Other,45,170.0,71.4,24.71,Normal,5,Body Part Split,Home Gym,4,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,3.0,3.5,2.5,3.0,4.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Resistance Band""]",Horizontal Push,"[""Shoulder"", ""Wrist"", ""Elbow""]","[""Shoulder impingement""]",3,1,0.0,No Pain,0,,0,0,0,0.0,Safe
SAFE0000413,U000413,EX0004,Intermediate,Athletic Performance,General Fitness,Male,45,166.0,68.5,24.86,Normal,2,Body Part Split,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000414,U000414,EX0004,Beginner,Athletic Performance,Muscle Gain,Prefer not to say,19,166.0,85.4,30.99,Obese,5,Body Part Split,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0513,No Pain,0,,0,0,0,0.0,Safe
SAFE0000415,U000415,EX0004,Beginner,Muscular Endurance,Fat Loss,Prefer not to say,20,180.0,74.3,22.93,Normal,4,Auto,Commercial Gym,19,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.027,,0,,0,0,0,0.0,Safe
SAFE0000416,U000416,EX0026,Beginner,General Fitness,Strength,Male,44,166.0,62.9,22.83,Normal,3,Upper Lower,Home Gym,5,1,1,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0571,,0,,0,0,0,0.0,Safe
SAFE0000417,U000417,EX0179,Beginner,Athletic Performance,Mobility and Flexibility,Female,33,164.0,68.9,25.62,Overweight,2,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,2,1,2.5,1.5,1.5,1.5,2.5,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Hip Flexors""]","[""Mat""]",Core Anti-Extension,"[""Lower Back""]","[""None""]",1,1,0.0,No Pain,0,,0,0,0,0.0,Safe
SAFE0000418,U000418,EX0095,Intermediate,Athletic Performance,Muscular Endurance,Male,32,174.0,61.3,20.25,Normal,4,Push Pull Legs,Limited Gym,8,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,4.0,4.5,3.5,3.5,5.5,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Quadriceps"", ""Gluteus Maximus"", ""Lateral Deltoid""]","[""Barbell""]",Vertical Push,"[""Shoulder"", ""Knee"", ""Lower Back""]","[""Shoulder impingement"", ""Lumbar spine instability""]",3,2,0.0263,No Pain,0,,0,0,0,0.0,Safe
SAFE0000419,U000419,EX0003,Beginner,General Fitness,Strength,Female,23,159.0,48.6,19.22,Normal,6,Upper Lower,Limited Gym,4,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.0,1.0,1.0,1.0,3.5,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Chest Press Machine""]",Horizontal Push,"[""Shoulder"", ""Elbow""]",[],2,0,0.0556,Pain,1,,0,0,0,0.0,Safe
SAFE0000420,U000420,EX0227,Advanced,Muscular Endurance,Fat Loss,Other,22,176.0,66.4,21.44,Normal,6,Upper Lower,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.0244,Mild Discomfort,1,,0,0,0,0.0,Safe
SAFE0000421,U000421,EX0009,Intermediate,Muscle Gain,Mobility and Flexibility,Prefer not to say,21,173.0,57.5,19.21,Normal,3,Push Pull Legs,Limited Gym,5,0,0,Resistance Training,Beginner,Beginner,2,3,1,1.0,1.0,1.0,1.0,3.5,"[""Latissimus Dorsi"", ""Rhomboids""]","[""Middle Trapezius"", ""Posterior Deltoid"", ""Biceps Brachii""]","[""Row Machine""]",Horizontal Pull,"[""Shoulder"", ""Elbow""]","[""Acute shoulder pain"", ""Pain during pulling""]",2,2,0.0256,No Pain,0,,0,0,0,0.0,Safe
SAFE0000422,U000422,EX0105,Advanced,General Fitness,Muscular Endurance,Female,30,169.0,67.9,23.77,Normal,6,Auto,Home Gym,5,1,1,Resistance Training,Beginner,Beginner,2,1,1,1.5,1.5,1.5,3.0,2.0,"[""Gluteus Medius"", ""Gluteus Minimus""]","[""Tensor Fasciae Latae""]","[""Resistance Band""]",Hip Abduction,"[""Hip"", ""Knee""]","[""Severe hip osteoarthritis""]",2,1,0.0,No Pain,0,,0,0,0,0.0,Safe
SAFE0000423,U000423,EX0269,Intermediate,Muscle Gain,Rehabilitation and Joint Health,Male,21,180.0,103.3,31.88,Obese,3,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,2,1,2.0,2.0,2.5,3.0,2.5,"[""Gluteus Maximus"", ""Hamstrings""]","[""Core"", ""Erector Spinae""]","[""Mat""]",Hip Extension,"[""Lower Back""]","[""None""]",1,1,0.0286,No Pain,0,,0,0,0,0.0,Safe
SAFE0000424,U000424,EX0227,Beginner,Muscle Gain,Mobility and Flexibility,Male,37,170.0,77.2,26.71,Overweight,4,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.025,No Pain,0,,0,0,0,0.0,Safe
SAFE0000425,U000425,EX0004,Intermediate,General Fitness,Muscular Endurance,Prefer not to say,29,167.0,61.9,22.2,Normal,4,Chest Back Legs,Commercial Gym,18,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,No Pain,0,,0,0,0,0.0,Safe
SAFE0000426,U000426,EX0059,Advanced,Mobility and Flexibility,Muscle Gain,Female,43,163.0,70.8,26.65,Overweight,4,Push Pull Legs,Commercial Gym,18,0,0,Resistance Training,Beginner,Beginner,1,1,1,1.0,2.0,1.0,2.0,3.0,"[""Upper Trapezius""]","[""Levator Scapulae""]","[""Dumbbell""]",Scapular Elevation,"[""Neck"", ""Shoulder""]","[""Cervical spine issues"", ""Neck spasms""]",2,2,0.0,No Pain,0,,0,0,0,0.0,Safe
SAFE0000427,U000427,EX0004,Intermediate,Muscle Gain,Mobility and Flexibility,Female,23,152.0,73.2,31.68,Obese,5,Auto,Limited Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0488,Mild Discomfort,1,,0,0,0,0.0,Safe
