plan_item_id,plan_id,week_number,day_number,day_name,day_type,session_name,exercise_role,priority_score,selection_reason,focus_muscles,exercise_order,exercise_id,exercise_name_snapshot,exercise_min_level_snapshot,exercise_goals_snapshot,exercise_equipment_snapshot,primary_muscles_snapshot,sets,rep_min,rep_max,duration_seconds,intensity_unit,target_intensity,rest_seconds,tempo,set_type,warmup_sets,is_optional,progression_rule,substitution_exercise_ids,coaching_note
WPI00015548,PLAN000880,1,1,Monday,Training,Day 1 - Auto,Accessory,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Rectus Abdominis"", ""Transverse Abdominis""]",1,EX0026,Plank,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Rectus Abdominis"", ""Transverse Abdominis""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015549,PLAN000880,1,2,Wednesday,Training,Day 2 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Quadriceps"", ""Pectoralis Major"", ""Gluteus Maximus""]",1,EX0194,Burpee,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Quadriceps"", ""Pectoralis Major"", ""Gluteus Maximus""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015550,PLAN000880,1,3,Saturday,Training,Day 3 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Pectoralis Major""]",1,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015551,PLAN000880,1,4,Tuesday,Training,Day 4 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Pectoralis Major""]",1,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,8,12,,RPE,6,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015552,PLAN000881,1,1,Monday,Training,Day 1 - Auto,Isolation,5,primary-goal aligned; priority-muscle aligned; covers Hip Extension; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Gluteus Maximus""]",5,EX0143,Glute Kickback Machine,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Glute Kickback Machine""]","[""Gluteus Maximus""]",3,10,15,,RPE,8,75,2-0-2,Working,0,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015553,PLAN000881,1,1,Monday,Training,Day 1 - Auto,Primary Compound,4,primary-goal aligned; covers Horizontal Pull; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Latissimus Dorsi"", ""Rhomboids""]",1,EX0009,Machine Row,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Row Machine""]","[""Latissimus Dorsi"", ""Rhomboids""]",3,6,10,,RPE,8,105,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015554,PLAN000881,1,1,Monday,Training,Day 1 - Auto,Secondary Compound,4,primary-goal aligned; covers Vertical Pull; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Latissimus Dorsi""]",2,EX0196,Machine Assisted Pull-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Assisted Pull-Up Machine""]","[""Latissimus Dorsi""]",3,6,10,,RPE,8,105,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015555,PLAN000881,1,1,Monday,Training,Day 1 - Auto,Isolation,4,primary-goal aligned; covers Hip Abduction; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Gluteus Medius"", ""Gluteus Minimus"", ""Tensor Fasciae Latae""]",4,EX0047,Machine Hip Abductor,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Hip Abductor Machine""]","[""Gluteus Medius"", ""Gluteus Minimus"", ""Tensor Fasciae Latae""]",3,10,15,,RPE,8,75,2-0-2,Working,0,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015556,PLAN000881,1,1,Monday,Training,Day 1 - Auto,Isolation,4,primary-goal aligned; covers Scapular Elevation; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Upper Trapezius""]",3,EX0086,Machine Shrug,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Shrug Machine""]","[""Upper Trapezius""]",3,10,15,,RPE,8,75,2-0-2,Working,0,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015557,PLAN000881,1,2,Sunday,Training,Day 2 - Auto,Isolation,5,primary-goal aligned; priority-muscle aligned; covers Hip Extension; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Gluteus Maximus""]",5,EX0143,Glute Kickback Machine,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Glute Kickback Machine""]","[""Gluteus Maximus""]",3,10,15,,RPE,8,75,2-0-2,Working,0,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015558,PLAN000881,1,2,Sunday,Training,Day 2 - Auto,Isolation,4,primary-goal aligned; covers Hip Abduction; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Gluteus Medius"", ""Gluteus Minimus"", ""Tensor Fasciae Latae""]",4,EX0326,Seated Outer Thigh Abductor Machine,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Hip Abductor Machine""]","[""Gluteus Medius"", ""Gluteus Minimus"", ""Tensor Fasciae Latae""]",3,10,15,,RPE,8,75,2-0-2,Working,0,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015559,PLAN000881,1,2,Sunday,Training,Day 2 - Auto,Secondary Compound,4,primary-goal aligned; covers Horizontal Pull; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Latissimus Dorsi"", ""Rhomboids""]",2,EX0009,Machine Row,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Row Machine""]","[""Latissimus Dorsi"", ""Rhomboids""]",3,6,10,,RPE,8,105,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015560,PLAN000881,1,2,Sunday,Training,Day 2 - Auto,Secondary Compound,4,primary-goal aligned; covers Vertical Pull; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Latissimus Dorsi""]",1,EX0196,Machine Assisted Pull-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Assisted Pull-Up Machine""]","[""Latissimus Dorsi""]",3,6,10,,RPE,8,105,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015561,PLAN000881,1,2,Sunday,Training,Day 2 - Auto,Isolation,4,primary-goal aligned; covers Hip Abduction; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Gluteus Medius"", ""Gluteus Minimus"", ""Tensor Fasciae Latae""]",3,EX0047,Machine Hip Abductor,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Hip Abductor Machine""]","[""Gluteus Medius"", ""Gluteus Minimus"", ""Tensor Fasciae Latae""]",3,10,15,,RPE,8,75,2-0-2,Working,0,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015562,PLAN000882,1,1,Thursday,Training,Day 1 - Auto,Primary Compound,4,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Pectoralis Major""]",3,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015563,PLAN000882,1,1,Thursday,Training,Day 1 - Auto,Primary Compound,4,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Anterior Deltoid"", ""Lateral Deltoid""]",2,EX0224,Pike Push-Up,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Anterior Deltoid"", ""Lateral Deltoid""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015564,PLAN000882,1,1,Thursday,Training,Day 1 - Auto,Primary Compound,4,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Triceps Brachii"", ""Gluteus Maximus"", ""Hamstrings""]",1,EX0277,Crab Walk,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Triceps Brachii"", ""Gluteus Maximus"", ""Hamstrings""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015565,PLAN000882,1,1,Thursday,Training,Day 1 - Auto,Secondary Compound,3,covers Core Anti-Rotation; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]",4,EX0180,Bird Dog,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015566,PLAN000882,1,1,Thursday,Training,Day 1 - Auto,Isolation,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Rectus Abdominis""]",6,EX0160,Reverse Crunch,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Rectus Abdominis""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015567,PLAN000882,1,1,Thursday,Training,Day 1 - Auto,Accessory,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Rectus Abdominis"", ""Transverse Abdominis""]",5,EX0026,Plank,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Rectus Abdominis"", ""Transverse Abdominis""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015568,PLAN000882,1,2,Tuesday,Training,Day 2 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Quadriceps"", ""Pectoralis Major"", ""Gluteus Maximus""]",2,EX0194,Burpee,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Quadriceps"", ""Pectoralis Major"", ""Gluteus Maximus""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015569,PLAN000882,1,2,Tuesday,Training,Day 2 - Auto,Accessory,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Rectus Abdominis"", ""Transverse Abdominis""]",6,EX0026,Plank,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Rectus Abdominis"", ""Transverse Abdominis""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015570,PLAN000882,1,2,Tuesday,Training,Day 2 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Anterior Deltoid"", ""Lateral Deltoid""]",5,EX0224,Pike Push-Up,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Anterior Deltoid"", ""Lateral Deltoid""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015571,PLAN000882,1,2,Tuesday,Training,Day 2 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Gluteus Maximus"", ""Hamstrings""]",3,EX0269,Glute Bridge March,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Gluteus Maximus"", ""Hamstrings""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015572,PLAN000882,1,2,Tuesday,Training,Day 2 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Rectus Abdominis"", ""Obliques""]",1,EX0107,Bicycle Crunch,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Rectus Abdominis"", ""Obliques""]",2,12,20,,RPE,7,45,2-0-2,Working,0,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00015573,PLAN000882,1,2,Tuesday,Training,Day 2 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Pectoralis Major""]",4,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,12,20,,RPE,7,45,2-0-2,Working,0,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
