feedback_id,user_id,plan_id,history_session_id,history_item_id,plan_item_id,exercise_id,feedback_scope,feedback_type,rating,sentiment,difficulty_feedback,enjoyment_rating,fatigue_feedback,pain_feedback,pain_areas,duration_feedback,exercise_preference,progression_preference,requested_action,feedback_text,feedback_reason_tags,source_context,feedback_status,record_source,is_synthetic,created_at,updated_at
FB00011779,U000103,PLAN000603,WHS00011096,WHI000048797,WPI00010665,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Bài Glute Bridge March dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi so với khả năng hiện tại.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011780,U000253,PLAN000253,WHS00004661,WHI000020928,WPI00004567,EX0269,Exercise,Preference,4,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Bài Glute Bridge March dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, ở bối cảnh lịch tập này.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011781,U000117,PLAN000617,WHS00011358,WHI000049787,WPI00010896,EX0269,Exercise,Difficulty,2,Negative,Too Hard,3,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Glute Bridge March hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn replace exercise để tập ổn hơn. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, trong nhịp tập tuần này.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Replace Exercise""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011782,U000103,PLAN000103,WHS00001894,WHI000008547,WPI00001848,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Bài Glute Bridge March dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, sau khi hoàn thành phần chính.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011783,U000331,PLAN000331,WHS00006073,WHI000027264,WPI00006027,EX0269,Exercise,Preference,4,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Bài Glute Bridge March dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, sau khi hoàn thành phần chính.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011784,U000131,PLAN000631,WHS00011604,WHI000050686,WPI00011113,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Glute Bridge March ở mức chấp nhận được, tôi chưa có ưu tiên mạnh và muốn theo dõi thêm vài buổi. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, sau vài set đầu.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011785,U000423,PLAN000423,WHS00007760,WHI000033680,WPI00007338,EX0269,Exercise,Difficulty,2,Negative,Too Hard,3,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Bài Glute Bridge March làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, ở bối cảnh lịch tập này.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Replace Exercise""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011786,U000135,PLAN000635,WHS00011686,WHI000051116,WPI00011217,EX0269,Exercise,Difficulty,2,Negative,Too Hard,2,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Reduce Difficulty,"Glute Bridge March hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn reduce difficulty để tập ổn hơn. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, ở lần ghi nhận gần đây.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Reduce Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011787,U000379,PLAN000379,WHS00006942,WHI000030633,WPI00006715,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Bài Glute Bridge March dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, sau khi hoàn thành phần chính.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011788,U000184,PLAN000184,WHS00003367,WHI000015001,WPI00003286,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Tôi thích Glute Bridge March, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, trong lần đánh giá hôm nay.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011789,U000290,PLAN000790,WHS00014517,WHI000063859,WPI00014002,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Bài Glute Bridge March dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, sau khi hoàn thành phần chính.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011790,U000030,PLAN000530,WHS00009757,WHI000042685,WPI00009358,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Bài Glute Bridge March dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011791,U000457,PLAN000457,WHS00008396,WHI000036385,WPI00007962,EX0269,Exercise,Progression,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Glute Bridge March khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, sau vài set đầu.","[""Positive"", ""Too Easy"", ""No Pain"", ""Like"", ""Increase Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011792,U000401,PLAN000901,WHS00016564,WHI000072538,WPI00015836,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Glute Bridge March ở mức chấp nhận được, tôi chưa có ưu tiên mạnh và muốn theo dõi thêm vài buổi. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011793,U000466,PLAN000966,WHS00017749,WHI000077487,WPI00016975,EX0269,Exercise,Rating,3,Neutral,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Bài Glute Bridge March dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở bối cảnh lịch tập này.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011794,U000103,PLAN000603,WHS00011087,WHI000048734,WPI00010665,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Glute Bridge March phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi xét cảm giác phục hồi.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011795,U000130,PLAN000630,WHS00011596,WHI000050636,WPI00011090,EX0269,Exercise,Preference,4,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Bài Glute Bridge March dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, khi theo giáo án hiện tại.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011796,U000455,PLAN000455,WHS00008363,WHI000036226,WPI00007905,EX0269,Exercise,Progression,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Glute Bridge March khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, trong nhịp tập tuần này.","[""Positive"", ""Too Easy"", ""No Pain"", ""Like"", ""Increase Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011797,U000438,PLAN000438,WHS00008038,WHI000034801,WPI00007624,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Glute Bridge March phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi tập với mức hiện tại.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011798,U000179,PLAN000179,WHS00003281,WHI000014638,WPI00003181,EX0269,Exercise,Preference,4,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Glute Bridge March phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, khi xét cảm giác phục hồi.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011799,U000084,PLAN000084,WHS00001526,WHI000006774,WPI00001449,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Bài Glute Bridge March dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi theo giáo án hiện tại.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011800,U000423,PLAN000423,WHS00007761,WHI000033685,WPI00007343,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Tôi thấy Glute Bridge March bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011801,U000032,PLAN000032,WHS00000584,WHI000002569,WPI00000565,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Glute Bridge March ở mức chấp nhận được, tôi chưa có ưu tiên mạnh và muốn theo dõi thêm vài buổi. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, trong nhịp tập tuần này.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011802,U000189,PLAN000689,WHS00012677,WHI000055762,WPI00012200,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Glute Bridge March ở mức chấp nhận được, tôi chưa có ưu tiên mạnh và muốn theo dõi thêm vài buổi. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011803,U000339,PLAN000839,WHS00015435,WHI000068368,WPI00015020,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Bài Glute Bridge March dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi so với khả năng hiện tại.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011804,U000356,PLAN000856,WHS00015734,WHI000069222,WPI00015200,EX0269,Exercise,Difficulty,2,Negative,Too Hard,3,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Reduce Difficulty,"Glute Bridge March hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn reduce difficulty để tập ổn hơn. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, ở lần ghi nhận gần đây.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Reduce Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011805,U000043,PLAN000543,WHS00009989,WHI000043748,WPI00009580,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Glute Bridge March phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, ở phần cuối buổi.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011806,U000356,PLAN000856,WHS00015737,WHI000069242,WPI00015204,EX0269,Exercise,Progression,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Bài Glute Bridge March vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, sau khi hoàn thành phần chính.","[""Positive"", ""Too Easy"", ""No Pain"", ""Like"", ""Increase Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011807,U000038,PLAN000038,WHS00000692,WHI000003108,WPI00000674,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Glute Bridge March ở mức chấp nhận được, tôi chưa có ưu tiên mạnh và muốn theo dõi thêm vài buổi. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở lần ghi nhận gần đây.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011808,U000030,PLAN000530,WHS00009747,WHI000042615,WPI00009358,EX0269,Exercise,Difficulty,2,Negative,Too Hard,3,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Reduce Difficulty,"Tôi không hợp Glute Bridge March lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, khi xét cảm giác phục hồi.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Reduce Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011809,U000206,PLAN000706,WHS00012978,WHI000056990,WPI00012458,EX0269,Exercise,Difficulty,2,Negative,Too Hard,3,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Tôi không hợp Glute Bridge March lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, trong buổi tập này.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Replace Exercise""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011810,U000232,PLAN000232,WHS00004263,WHI000019163,WPI00004203,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Bài Glute Bridge March dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi theo giáo án hiện tại.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011811,U000227,PLAN000727,WHS00013378,WHI000059044,WPI00012952,EX0269,Exercise,Difficulty,2,Negative,Too Hard,3,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Bài Glute Bridge March làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, khi so với khả năng hiện tại.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Replace Exercise""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011812,U000356,PLAN000856,WHS00015732,WHI000069208,WPI00015200,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Bài Glute Bridge March dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở bối cảnh lịch tập này.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011813,U000280,PLAN000780,WHS00014362,WHI000063231,WPI00013858,EX0269,Exercise,Preference,4,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Bài Glute Bridge March dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, khi theo giáo án hiện tại.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011814,U000118,PLAN000118,WHS00002165,WHI000009600,WPI00002107,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Tôi thích Glute Bridge March, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, sau vài set đầu.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011815,U000237,PLAN000737,WHS00013545,WHI000059705,WPI00013116,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Tôi thấy Glute Bridge March bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi xét cảm giác phục hồi.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011816,U000032,PLAN000532,WHS00009775,WHI000042755,WPI00009382,EX0269,Exercise,Progression,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Bài Glute Bridge March vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, ở bối cảnh lịch tập này.","[""Positive"", ""Too Easy"", ""No Pain"", ""Like"", ""Increase Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011817,U000179,PLAN000179,WHS00003278,WHI000014623,WPI00003181,EX0269,Exercise,Difficulty,2,Negative,Too Hard,3,Not Applicable,No Pain,[],Not Applicable,Dislike,Reduce Difficulty,Replace Exercise,"Tôi không hợp Glute Bridge March lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, khi xét cảm giác phục hồi.","[""Negative"", ""Too Hard"", ""No Pain"", ""Dislike"", ""Replace Exercise""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011818,U000379,PLAN000379,WHS00006948,WHI000030670,WPI00006728,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Bài Glute Bridge March dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, sau khi hoàn thành phần chính.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011819,U000296,PLAN000296,WHS00005435,WHI000024210,WPI00005323,EX0269,Exercise,Preference,4,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Glute Bridge March phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, khi tập với mức hiện tại.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011820,U000224,PLAN000724,WHS00013327,WHI000058749,WPI00012900,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Bài Glute Bridge March dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi theo giáo án hiện tại.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011821,U000224,PLAN000224,WHS00004115,WHI000018473,WPI00004071,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Bài Glute Bridge March dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi so với khả năng hiện tại.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011822,U000237,PLAN000737,WHS00013557,WHI000059777,WPI00013116,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Tôi thấy Glute Bridge March bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở phần cuối buổi.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011823,U000103,PLAN000103,WHS00001900,WHI000008589,WPI00001848,EX0269,Exercise,Preference,5,Positive,Appropriate,4,Not Applicable,No Pain,[],Not Applicable,Like,Maintain,Keep,"Glute Bridge March phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi tập với mức hiện tại.","[""Positive"", ""Appropriate"", ""No Pain"", ""Like"", ""Keep""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011824,U000472,PLAN000972,WHS00017862,WHI000078228,WPI00017111,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Tôi thấy Glute Bridge March bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi tập với mức hiện tại.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011825,U000356,PLAN000856,WHS00015736,WHI000069236,WPI00015200,EX0269,Exercise,Rating,3,Neutral,Appropriate,3,Not Applicable,No Pain,[],Not Applicable,Neutral,Maintain,No Preference,"Bài Glute Bridge March dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, sau khi hoàn thành phần chính.","[""Neutral"", ""Appropriate"", ""No Pain"", ""Neutral"", ""No Preference""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
FB00011826,U000356,PLAN000856,WHS00015739,WHI000069256,WPI00015204,EX0269,Exercise,Progression,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Glute Bridge March khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, sau vài set đầu.","[""Positive"", ""Too Easy"", ""No Pain"", ""Like"", ""Increase Difficulty""]",after_exercise,Active,Synthetic,True,2026-08-12T08:36:22,2026-08-12T08:36:22
