exercise_id,exercise_name,aliases,category,body_region,mechanics_type,movement_pattern,force_type,kinetic_chain,laterality,equipment,load_position,primary_muscles,secondary_muscles,stabilizer_muscles,movement_planes,joint_actions,range_of_motion_type,resistance_profile,muscle_length_bias,axial_loading,minimum_training_level,technical_complexity_score,coordination_requirement,stability_requirement,mobility_requirement,balance_requirement,systemic_fatigue_score,local_fatigue_score,recommended_goals,relative_injury_risk,joint_stress_areas,contraindications,exercise_setup,execution_steps,common_mistakes,cues,breathing_pattern,progressions,regressions,alternatives,met_value,source_ids,record_status,last_reviewed_date
EX0011,Pull-Up,"[""Pronated-Grip Pull-Up"", ""Overhand Pull-Up""]",Resistance Training,Upper Body,Compound,Vertical Pull,Pull,Closed Chain,Bilateral,"[""Pull-up Bar""]",Overhead,"[""Latissimus Dorsi""]","[""Biceps Brachii"", ""Brachialis"", ""Rhomboids"", ""Posterior Deltoid""]","[""Forearms"", ""Trapezius"", ""Rotator Cuff"", ""Rectus Abdominis"", ""Obliques""]","[""Sagittal"", ""Frontal""]","[""Shoulder Adduction"", ""Shoulder Extension"", ""Elbow Flexion"", ""Scapular Retraction"", ""Scapular Depression""]",Full,Ascending,Lengthened,Low,Intermediate,4,4,4,3,2,4,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Shoulder"", ""Elbow"", ""Wrist""]","[""Acute shoulder or elbow pain"", ""Inability to control the hanging position"", ""Painful overhead range""]","Grip the bar slightly wider than shoulder width with a pronated grip, hang with the ribs controlled, and set the shoulders away from the ears.","[""Initiate by depressing the scapulae"", ""Pull the elbows down and toward the ribs"", ""Raise the chest toward the bar without excessive swinging"", ""Lower under control to a comfortable full hang""]","[""Kipping unintentionally"", ""Shrugging the shoulders"", ""Stopping far short of the top"", ""Dropping rapidly into the bottom"", ""Excessive lumbar extension""]","[""Drive elbows toward the floor"", ""Keep neck neutral"", ""Control the descent"", ""Keep the neck neutral""]",Inhale in the bottom position; exhale while pulling and re-brace before descending.,"[""Weighted Pull-Up"", ""Chest-to-Bar Pull-Up""]","[""Band-Assisted Pull-Up"", ""Assisted Pull-Up Machine""]","[""Lat Pulldown"", ""Neutral-Grip Pull-Up""]",6,"[""SRC_ACSM_2026_RT"", ""SRC_NCSA_TECHNIQUE"", ""SRC_COMPENDIUM_2024"", ""SRC_ROM_2021""]",Reviewed,2026-07-23
EX0012,Chin-Up,"[""Supinated-Grip Pull-Up"", ""Underhand Pull-Up""]",Resistance Training,Upper Body,Compound,Vertical Pull,Pull,Closed Chain,Bilateral,"[""Pull-up Bar""]",Overhead,"[""Latissimus Dorsi"", ""Biceps Brachii""]","[""Brachialis"", ""Rhomboids"", ""Posterior Deltoid""]","[""Forearms"", ""Trapezius"", ""Rotator Cuff"", ""Rectus Abdominis"", ""Obliques""]","[""Sagittal""]","[""Shoulder Extension"", ""Elbow Flexion"", ""Scapular Retraction"", ""Scapular Depression""]",Full,Ascending,Lengthened,Low,Intermediate,4,4,4,3,2,4,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Shoulder"", ""Elbow"", ""Wrist""]","[""Acute elbow pain"", ""Painful supinated grip"", ""Uncontrolled hanging""]","Use a shoulder-width supinated grip, begin from a controlled hang, and keep the trunk rigid.","[""Depress the shoulder blades"", ""Pull the elbows down and back"", ""Bring the upper chest toward the bar"", ""Lower smoothly without losing shoulder control""]","[""Excessive swinging"", ""Wrists collapsing"", ""Shoulders rising toward the ears"", ""Partial range"", ""Overarching the lower back""]","[""Pull elbows toward the pockets"", ""Keep wrists neutral"", ""Stay tall through the chest"", ""Lower slowly""]",Inhale before the pull; exhale through the concentric phase and reset at the bottom.,"[""Weighted Chin-Up"", ""Paused Chin-Up""]","[""Band-Assisted Chin-Up"", ""Eccentric Chin-Up""]","[""Neutral-Grip Pull-Up"", ""Supinated Lat Pulldown""]",6,"[""SRC_ACSM_2026_RT"", ""SRC_NCSA_TECHNIQUE"", ""SRC_COMPENDIUM_2024"", ""SRC_ROM_2021""]",Reviewed,2026-07-23
EX0013,Wide-Grip Lat Pulldown,"[""Wide-Grip Cable Pulldown"", ""Overhand Lat Pulldown""]",Resistance Training,Upper Body,Compound,Vertical Pull,Pull,Open Chain,Bilateral,"[""Cable"", ""Lat Pulldown Machine""]",Overhead,"[""Latissimus Dorsi""]","[""Biceps Brachii"", ""Brachialis"", ""Rhomboids"", ""Posterior Deltoid""]","[""Forearms"", ""Trapezius"", ""Rotator Cuff"", ""Erector Spinae""]","[""Frontal"", ""Sagittal""]","[""Shoulder Adduction"", ""Elbow Flexion"", ""Scapular Retraction"", ""Scapular Depression""]",Full,Descending,Lengthened,Low,Beginner,3,3,3,2,2,3,3,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder"", ""Elbow""]","[""Painful overhead range"", ""Acute shoulder pain"", ""Inability to maintain an upright torso""]","Sit with the thighs secured, grip the bar wider than shoulder width, and lean back only slightly.","[""Depress the scapulae before bending the elbows"", ""Pull the bar toward the upper chest"", ""Keep the forearms roughly aligned with the cable"", ""Return under control to full overhead reach""]","[""Pulling behind the neck"", ""Excessive torso swing"", ""Bar doesn't touch chest"", ""Shrugging at the top"", ""Cutting the stretch short""]","[""Pull elbows down"", ""Keep the chest tall"", ""Do not yank the bar"", ""Reach fully overhead""]",Exhale while pulling down; inhale during the controlled return.,"[""Heavier Lat Pulldown"", ""Paused Lat Pulldown""]","[""Single-Arm Lat Pulldown"", ""Light Lat Pulldown""]","[""Pull-Up"", ""Neutral-Grip Lat Pulldown""]",3.5,"[""SRC_ACSM_2026_RT"", ""SRC_NCSA_TECHNIQUE"", ""SRC_COMPENDIUM_2024"", ""SRC_ROM_2021""]",Reviewed,2026-07-23
EX0014,Neutral-Grip Lat Pulldown,"[""Parallel-Grip Lat Pulldown"", ""Close Neutral-Grip Pulldown""]",Resistance Training,Upper Body,Compound,Vertical Pull,Pull,Open Chain,Bilateral,"[""Cable"", ""Lat Pulldown Machine"", ""Neutral-Grip Attachment""]",Overhead,"[""Latissimus Dorsi""]","[""Biceps Brachii"", ""Brachialis"", ""Rhomboids"", ""Posterior Deltoid""]","[""Forearms"", ""Trapezius"", ""Rotator Cuff"", ""Erector Spinae""]","[""Sagittal""]","[""Shoulder Extension"", ""Shoulder Adduction"", ""Elbow Flexion"", ""Scapular Depression"", ""Scapular Retraction""]",Full,Descending,Lengthened,Low,Beginner,2,2,3,2,1,3,3,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder"", ""Elbow"", ""Wrist""]","[""Acute shoulder or elbow pain"", ""Painful overhead range""]","Secure the thighs, use a neutral grip, sit upright, and begin with the arms overhead.","[""Set the shoulder blades down"", ""Drive the elbows toward the floor"", ""Pull the handle toward the upper chest"", ""Return slowly until the lats are lengthened""]","[""Leaning too far back"", ""Turning the movement into a row"", ""Using momentum"", ""Stopping before full stretch""]","[""Keep elbows under the hands"", ""Pull toward the collarbone"", ""Stay mostly upright"", ""Control the stretch""]",Exhale during the pull; inhale during the return.,"[""Heavy Neutral-Grip Lat Pulldown"", ""Neutral-Grip Pull-Up""]","[""Single-Arm Cable Pulldown"", ""Light Neutral-Grip Pulldown""]","[""Wide-Grip Lat Pulldown"", ""Chin-Up""]",3.5,"[""SRC_ACSM_2026_RT"", ""SRC_NCSA_TECHNIQUE"", ""SRC_COMPENDIUM_2024"", ""SRC_ROM_2021""]",Reviewed,2026-07-23
EX0015,Barbell Bent-Over Row,"[""Bent-Over Barbell Row"", ""Barbell Row""]",Resistance Training,Upper Body,Compound,Horizontal Pull,Pull,Open Chain,Bilateral,"[""Barbell"", ""Weight Plates""]",Anterior,"[""Latissimus Dorsi"", ""Rhomboids""]","[""Trapezius"", ""Posterior Deltoid"", ""Biceps Brachii"", ""Brachialis""]","[""Erector Spinae"", ""Gluteus Maximus"", ""Hamstrings"", ""Forearms"", ""Rectus Abdominis"", ""Obliques""]","[""Sagittal"", ""Transverse""]","[""Shoulder Extension"", ""Shoulder Horizontal Abduction"", ""Elbow Flexion"", ""Scapular Retraction""]",Full,Ascending,Lengthened,Moderate,Intermediate,4,4,4,3,2,4,5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Lower Back"", ""Shoulder"", ""Elbow"", ""Wrist""]","[""Acute low-back pain"", ""Inability to maintain a hip hinge"", ""Painful pulling""]","Stand over the bar, hinge at the hips, brace the trunk, and hold the bar with the arms hanging below the shoulders.","[""Maintain a fixed torso angle"", ""Pull the bar toward the lower ribs or upper abdomen"", ""Retract the shoulder blades without jerking"", ""Lower the bar under control""]","[""Rounding the lower back"", ""Standing up during each rep"", ""Using excessive hip drive"", ""Shrugging"", ""Pulling only with the arms""]","[""Brace before every rep"", ""Keep the torso still"", ""Drive elbows back"", ""Pull to the lower ribs""]",Inhale and brace before pulling; exhale after the bar passes the hardest point.,"[""Paused Barbell Row"", ""Pendlay Row""]","[""Chest-Supported Row"", ""Seated Cable Row""]","[""T-Bar Row"", ""One-Arm Dumbbell Row""]",6,"[""SRC_ACSM_2026_RT"", ""SRC_NCSA_TECHNIQUE"", ""SRC_COMPENDIUM_2024"", ""SRC_ROM_2021""]",Reviewed,2026-07-23
EX0016,T-Bar Row,"[""Landmine T-Bar Row"", ""Plate-Loaded T-Bar Row""]",Resistance Training,Upper Body,Compound,Horizontal Pull,Pull,Open Chain,Bilateral,"[""T-Bar Row Machine"", ""Landmine"", ""Barbell"", ""Weight Plates""]",Anterior,"[""Latissimus Dorsi"", ""Rhomboids""]","[""Trapezius"", ""Posterior Deltoid"", ""Biceps Brachii"", ""Brachialis""]","[""Erector Spinae"", ""Gluteus Maximus"", ""Hamstrings"", ""Forearms"", ""Rectus Abdominis""]","[""Sagittal"", ""Transverse""]","[""Shoulder Extension"", ""Shoulder Horizontal Abduction"", ""Elbow Flexion"", ""Scapular Retraction""]",Full,Ascending,Lengthened,Moderate,Intermediate,3,3,4,3,2,3,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Lower Back"", ""Shoulder"", ""Elbow""]","[""Acute low-back pain"", ""Poor hip-hinge control"", ""Painful shoulder retraction""]","Straddle the bar or enter the machine, hinge at the hips, brace, and allow the arms to hang toward the loading point.","[""Pull the handle toward the lower chest or upper abdomen"", ""Keep the torso stable"", ""Squeeze the shoulder blades together"", ""Return until the back muscles are lengthened""]","[""Rounding the back"", ""Jerking the weight"", ""Excessive torso extension"", ""Shortening the eccentric"", ""Shrugging""]","[""Keep the spine long"", ""Pull elbows behind you"", ""Pause near the torso"", ""Lower with control""]",Brace before pulling; exhale near the top and inhale during the return.,"[""Heavy T-Bar Row"", ""Paused T-Bar Row""]","[""Chest-Supported T-Bar Row"", ""Seated Cable Row""]","[""Barbell Bent-Over Row"", ""Machine Row""]",6,"[""SRC_ACSM_2026_RT"", ""SRC_NCSA_TECHNIQUE"", ""SRC_COMPENDIUM_2024"", ""SRC_ROM_2021""]",Reviewed,2026-07-23
EX0017,Single-Arm Cable Row,"[""One-Arm Cable Row"", ""Unilateral Seated Cable Row""]",Resistance Training,Upper Body,Compound,Horizontal Pull,Pull,Open Chain,Unilateral,"[""Cable"", ""Single Handle"", ""Bench""]",Anterior,"[""Latissimus Dorsi"", ""Rhomboids""]","[""Posterior Deltoid"", ""Biceps Brachii"", ""Brachialis"", ""Trapezius""]","[""Obliques"", ""Rectus Abdominis"", ""Erector Spinae"", ""Forearms"", ""Rotator Cuff""]","[""Sagittal"", ""Transverse""]","[""Shoulder Extension"", ""Shoulder Horizontal Abduction"", ""Elbow Flexion"", ""Scapular Retraction""]",Full,Constant,Lengthened,Low,Beginner,2,3,3,2,1,2,3,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder"", ""Elbow"", ""Lower Back""]","[""Acute shoulder pain"", ""Painful pulling"", ""Inability to resist trunk rotation""]","Sit or stand square to the cable, hold one handle, brace the trunk, and reach forward without collapsing the spine.","[""Initiate with controlled scapular movement"", ""Pull the elbow toward the hip or ribs"", ""Resist torso rotation"", ""Return until the shoulder blade protracts comfortably""]","[""Rotating the torso excessively"", ""Shrugging"", ""Pulling the elbow too high"", ""Losing trunk position"", ""Rushing the eccentric""]","[""Keep the belt buckle forward"", ""Pull elbow toward the hip"", ""Reach without rounding"", ""Control the cable""]",Exhale while rowing; inhale during the return.,"[""Heavy Single-Arm Cable Row"", ""Split-Stance Cable Row""]","[""Supported Single-Arm Cable Row"", ""Light Cable Row""]","[""One-Arm Dumbbell Row"", ""Seated Cable Row""]",3.5,"[""SRC_ACSM_2026_RT"", ""SRC_NCSA_TECHNIQUE"", ""SRC_COMPENDIUM_2024"", ""SRC_ROM_2021""]",Reviewed,2026-07-23
EX0018,Straight-Arm Cable Pulldown,"[""Cable Straight-Arm Pulldown"", ""Rope Pullover""]",Resistance Training,Upper Body,Isolation,Vertical Pull,Pull,Open Chain,Bilateral,"[""Cable"", ""Straight Bar"", ""Rope Attachment""]",Overhead,"[""Latissimus Dorsi""]","[""Posterior Deltoid"", ""Pectoralis Major"", ""Triceps Brachii""]","[""Rectus Abdominis"", ""Obliques"", ""Erector Spinae"", ""Forearms"", ""Rotator Cuff""]","[""Sagittal""]","[""Shoulder Extension"", ""Scapular Depression""]",Full,Descending,Lengthened,Low,Beginner,2,2,3,2,1,2,2,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder"", ""Lower Back""]","[""Painful overhead range"", ""Acute shoulder pain"", ""Inability to control lumbar extension""]","Stand facing a high cable, hold the attachment with nearly straight elbows, hinge slightly, and brace the ribs down.","[""Sweep the arms down toward the thighs"", ""Keep elbow angle nearly constant"", ""Avoid leaning back"", ""Return slowly into an overhead stretch""]","[""Turning the exercise into a triceps pushdown"", ""Excessive elbow bending"", ""Arching the lower back"", ""Using body momentum"", ""Cutting the stretch short""]","[""Lock the elbow angle"", ""Pull from the armpits"", ""Keep ribs down"", ""Reach long at the top""]",Exhale while pulling down; inhale during the overhead return.,"[""Heavier Straight-Arm Pulldown"", ""Paused Straight-Arm Pulldown""]","[""Light Rope Pulldown"", ""Dumbbell Pullover""]","[""Dumbbell Pullover"", ""Machine Pullover""]",3.5,"[""SRC_ACSM_2026_RT"", ""SRC_NCSA_TECHNIQUE"", ""SRC_COMPENDIUM_2024"", ""SRC_ROM_2021""]",Reviewed,2026-07-23
EX0019,Cable Face Pull,"[""Rope Face Pull"", ""High Cable Face Pull""]",Resistance Training,Upper Body,Compound,Horizontal Pull,Pull,Open Chain,Bilateral,"[""Cable"", ""Rope Attachment""]",Anterior,"[""Posterior Deltoid"", ""Rhomboids""]","[""Trapezius"", ""Rotator Cuff"", ""Biceps Brachii""]","[""Forearms"", ""Rectus Abdominis"", ""Obliques"", ""Erector Spinae""]","[""Transverse""]","[""Shoulder Horizontal Abduction"", ""Shoulder External Rotation"", ""Elbow Flexion"", ""Scapular Retraction""]",Full,Constant,Shortened,Low,Beginner,3,3,3,2,1,2,2,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder"", ""Elbow""]","[""Acute shoulder pain"", ""Painful external rotation"", ""Recent shoulder surgery without clearance""]","Set the cable near face height, hold the rope with neutral grips, step back, and brace the torso.","[""Pull the rope toward the forehead or nose"", ""Separate the handles"", ""Externally rotate so the hands finish beside the face"", ""Return under control""]","[""Using too much weight"", ""Leaning backward"", ""Shrugging"", ""Pulling toward the chest"", ""Losing external rotation""]","[""Pull to eyebrow level"", ""Show the rope your armpits"", ""Squeeze the upper back"", ""Pause with hands beside the face""]",Exhale while pulling; inhale during the return.,"[""Half-Kneeling Face Pull"", ""Face Pull to Overhead Press""]","[""Light Cable Face Pull"", ""Band Face Pull""]","[""Reverse Pec Deck"", ""Rear-Delt Cable Fly""]",3.5,"[""SRC_ACSM_2026_RT"", ""SRC_NCSA_TECHNIQUE"", ""SRC_COMPENDIUM_2024"", ""SRC_ROM_2021""]",Reviewed,2026-07-23
EX0020,Dumbbell Pullover,"[""Bench Dumbbell Pullover"", ""Dumbbell Lat Pullover""]",Resistance Training,Upper Body,Isolation,Vertical Pull,Pull,Open Chain,Bilateral,"[""Dumbbell"", ""Flat Bench""]",Overhead,"[""Latissimus Dorsi"", ""Pectoralis Major""]","[""Triceps Brachii"", ""Serratus Anterior""]","[""Rectus Abdominis"", ""Obliques"", ""Rotator Cuff"", ""Forearms""]","[""Sagittal""]","[""Shoulder Extension""]",Full,Ascending,Lengthened,Low,Intermediate,3,3,4,3,2,2,3,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Shoulder"", ""Elbow"", ""Lower Back""]","[""Painful overhead range"", ""Shoulder instability"", ""Inability to control rib flare""]","Lie across or along a flat bench, hold one dumbbell securely above the chest, keep a slight elbow bend, and brace the trunk.","[""Lower the dumbbell behind the head through a comfortable range of motion"", ""Maintain a nearly fixed elbow angle"", ""Keep the ribs controlled"", ""Pull the dumbbell back above the chest""]","[""Lowering beyond available shoulder mobility"", ""Turning the exercise into a skull crusher"", ""Dropping the hips"", ""Using excessive load""]","[""Keep the elbows softly bent"", ""Move from the shoulders"", ""Keep ribs down"", ""Stop before shoulder discomfort""]",Inhale during the lowering phase; exhale while returning the dumbbell.,"[""Heavier Dumbbell Pullover"", ""Paused Dumbbell Pullover""]","[""Cable Pullover"", ""Short-Range Dumbbell Pullover""]","[""Straight-Arm Cable Pulldown"", ""Machine Pullover""]",3.5,"[""SRC_ACSM_2026_RT"", ""SRC_NCSA_TECHNIQUE"", ""SRC_COMPENDIUM_2024"", ""SRC_ROM_2021""]",Reviewed,2026-07-23
EX0021,Machine Leg Extension,"[""Seated Leg Extension""]",Resistance Training,Lower Body,Isolation,Knee Extension,Push,Open Chain,Bilateral,"[""Leg Extension Machine""]",Machine Guided,"[""Quadriceps""]","[""None""]","[""Core""]","[""Sagittal""]","[""Knee Extension""]",Full,Machine Dependent,Shortened,Low,Beginner,1,1,1,2,1,2,5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Knee""]","[""Patellofemoral pain syndrome"", ""Acute ACL injury""]",Adjust the seat back and shin pad so your knee aligns with the machine's axis of rotation.,"[""Grip the handles firmly."", ""Extend your knees to push the pad upward until your legs are fully straight."", ""Squeeze the quads hard at the top."", ""Lower the weight slowly under control.""]","[""Using momentum to swing the weight up"", ""Lifting the glutes off the seat"", ""Incomplete range of motion""]","[""Kick up and away"", ""Control the eccentric"", ""Keep toes pointed up""]","Exhale while extending the legs, inhale while lowering.","[""Single-Leg Machine Extension"", ""Pause Leg Extension""]","[""Bodyweight Leg Extension""]","[""Sissy Squat"", ""Bulgarian Split Squat""]",3,"[""SRC_ACSM_2026_RT"", ""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0022,Seated Dumbbell Shoulder Press,"[""Dumbbell Overhead Press"", ""DB Shoulder Press""]",Resistance Training,Upper Body,Compound,Vertical Push,Push,Open Chain,Bilateral,"[""Dumbbell"", ""Adjustable Bench""]",Overhead,"[""Anterior Deltoid""]","[""Lateral Deltoid"", ""Triceps Brachii"", ""Upper Trapezius""]","[""Rotator Cuff"", ""Core""]","[""Frontal"", ""Sagittal""]","[""Shoulder Abduction"", ""Shoulder Flexion"", ""Elbow Extension""]",Full,Ascending,Mid-Range,High,Beginner,2,2,3,2,2,3,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Shoulder"", ""Lower Back""]","[""Acute shoulder impingement"", ""Cervical spine issues""]","Sit on a bench with back support, holding dumbbells at shoulder height with palms facing forward.","[""Brace your core and press the dumbbells overhead until your arms are fully extended."", ""Pause briefly at the top."", ""Lower the dumbbells under control back to the starting position.""]","[""Arching the lower back excessively"", ""Bouncing at the bottom"", ""Not locking out at the top""]","[""Press up and slightly back"", ""Keep chest up"", ""Control the descent""]","Exhale while pressing up, inhale while lowering.","[""Standing Dumbbell Press"", ""Arnold Press""]","[""Machine Shoulder Press""]","[""Barbell Overhead Press"", ""Machine Shoulder Press""]",3.5,"[""SRC_ACSM_2026_RT"", ""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0023,Cable Lateral Raise,[],Resistance Training,Upper Body,Isolation,Vertical Push,Push,Open Chain,Unilateral,"[""Cable Machine"", ""D-Handle""]",Lateral,"[""Lateral Deltoid""]","[""Anterior Deltoid"", ""Supraspinatus""]","[""Core"", ""Trapezius""]","[""Frontal"", ""Scapular""]","[""Shoulder Abduction""]",Full,Constant,Mid-Range,Low,Intermediate,2.5,2,2,2,2,1.5,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder""]","[""Rotator cuff tear""]","Stand next to a low cable pulley, grab the handle with the outside hand, and take a slight lean away from the machine.","[""Keeping a slight bend in the elbow, raise the arm out to the side until it reaches shoulder height."", ""Pause for a second at the top."", ""Slowly lower the handle back to the starting position.""]","[""Using momentum"", ""Shrugging the traps"", ""Pulling the handle backward""]","[""Reach out, not up"", ""Lead with the elbow"", ""Keep the shoulder blade down""]","Exhale while raising the arm, inhale while lowering.","[""Behind-the-Back Cable Lateral Raise""]","[""Dumbbell Lateral Raise""]","[""Machine Lateral Raise"", ""Dumbbell Lateral Raise""]",2.5,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
