plan_id,user_id,username_snapshot,primary_goal_snapshot,secondary_goal_snapshot,training_level_snapshot,plan_name,plan_type,plan_start_date,plan_end_date,duration_weeks,days_per_week,split_type,session_duration_target_min,progression_strategy,weekly_set_target,session_volume_target,deload_strategy,plan_status,generation_source,generator_version,plan_version,exercise_item_count,rationale,safety_notes,created_at,updated_at
PLAN000728,U000228,huong228,Rehabilitation and Joint Health,Muscle Gain,Intermediate,8-Week Rehabilitation and Joint Health - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Auto,60,RPE-Based,48,12,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,24,"Alternative sequencing for U000228, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000729,U000229,tuan229,Strength,General Fitness,Beginner,8-Week Strength - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Auto,45,Double Progression,24,12,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,10,"Alternative sequencing for U000229, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000730,U000230,tuan230,Muscular Endurance,Rehabilitation and Joint Health,Beginner,8-Week Muscular Endurance - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Body Part Split,60,Linear Progression,16,5.33,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,8,"Alternative sequencing for U000230, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000731,U000231,huy231,Athletic Performance,Muscular Endurance,Beginner,8-Week Athletic Performance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Body Part Split,75,Double Progression,18,3,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,6,"Alternative sequencing for U000231, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000732,U000232,duc232,Athletic Performance,Mobility and Flexibility,Intermediate,8-Week Athletic Performance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Chest Back Legs,45,RPE-Based,73,12.17,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,30,"Alternative sequencing for U000232, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000733,U000233,ha233,Rehabilitation and Joint Health,Muscular Endurance,Advanced,8-Week Rehabilitation and Joint Health - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,5,Auto,60,Auto,20,4,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,10,"Alternative sequencing for U000233, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000734,U000234,phuong234,Fat Loss,Mobility and Flexibility,Advanced,8-Week Fat Loss - Push Pull Legs - Variation 2,Personalized,2026-08-10,2026-10-04,8,5,Push Pull Legs,60,Auto,58,11.6,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,30,"Alternative sequencing for U000234, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000735,U000235,ngoc235,Mobility and Flexibility,Fat Loss,Advanced,8-Week Mobility and Flexibility - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Push Pull Legs,90,Double Progression,32,16,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,16,"Alternative sequencing for U000235, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000736,U000236,trang236,Athletic Performance,General Fitness,Intermediate,8-Week Athletic Performance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Push Pull Legs,75,Linear Progression,36,6,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,12,"Alternative sequencing for U000236, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000737,U000237,quang237,Mobility and Flexibility,Muscle Gain,Advanced,8-Week Mobility and Flexibility - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Auto,60,Linear Progression,68,11.33,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,36,"Alternative sequencing for U000237, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000738,U000238,dat238,Strength,Fat Loss,Advanced,8-Week Strength - Push Pull Legs - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Push Pull Legs,75,Auto,18,6,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,6,"Alternative sequencing for U000238, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000739,U000239,quang239,Athletic Performance,Rehabilitation and Joint Health,Intermediate,8-Week Athletic Performance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Auto,90,Linear Progression,23,3.83,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,18,"Alternative sequencing for U000239, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000740,U000240,huy240,Strength,Mobility and Flexibility,Advanced,8-Week Strength - Full Body - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Full Body,75,RPE-Based,62,20.67,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,24,"Alternative sequencing for U000240, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000741,U000241,quang241,Mobility and Flexibility,Rehabilitation and Joint Health,Beginner,8-Week Mobility and Flexibility - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Body Part Split,90,Auto,24,4,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,12,"Alternative sequencing for U000241, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000742,U000242,dat242,Muscle Gain,General Fitness,Beginner,8-Week Muscle Gain - Full Body - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Full Body,75,RPE-Based,76,19,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,32,"Alternative sequencing for U000242, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000743,U000243,hoang243,Rehabilitation and Joint Health,Strength,Advanced,8-Week Rehabilitation and Joint Health - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Upper Lower,75,Linear Progression,20,10,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,10,"Alternative sequencing for U000243, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000744,U000244,long244,General Fitness,Fat Loss,Advanced,8-Week General Fitness - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,5,Upper Lower,90,Auto,72,14.4,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,40,"Alternative sequencing for U000244, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000745,U000245,trang245,Fat Loss,Athletic Performance,Advanced,8-Week Fat Loss - Upper Lower - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Upper Lower,45,Auto,20,10,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,10,"Alternative sequencing for U000245, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000746,U000246,minh246,Rehabilitation and Joint Health,Muscular Endurance,Intermediate,8-Week Rehabilitation and Joint Health - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Chest Back Legs,75,Double Progression,6,2,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,3,"Alternative sequencing for U000246, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000747,U000247,mai247,Mobility and Flexibility,Strength,Beginner,8-Week Mobility and Flexibility - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Upper Lower,90,RPE-Based,26,13,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,16,"Alternative sequencing for U000247, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000748,U000248,linh248,Fat Loss,General Fitness,Advanced,8-Week Fat Loss - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Upper Lower,75,Linear Progression,30,10,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,15,"Alternative sequencing for U000248, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000749,U000249,dat249,Mobility and Flexibility,General Fitness,Advanced,8-Week Mobility and Flexibility - Chest Back Legs - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Chest Back Legs,75,Linear Progression,24,8,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,12,"Alternative sequencing for U000249, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000750,U000250,nam250,Muscular Endurance,Rehabilitation and Joint Health,Beginner,8-Week Muscular Endurance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Push Pull Legs,45,Auto,20,10,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,10,"Alternative sequencing for U000250, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000751,U000251,mai251,Muscle Gain,Muscular Endurance,Advanced,8-Week Muscle Gain - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Chest Back Legs,45,Linear Progression,45,15,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,15,"Alternative sequencing for U000251, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000752,U000252,khoa252,Rehabilitation and Joint Health,Muscle Gain,Intermediate,8-Week Rehabilitation and Joint Health - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Auto,75,Linear Progression,14,3.5,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,8,"Alternative sequencing for U000252, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T12:00,2026-08-10T12:00
PLAN000753,U000253,lan253,Fat Loss,Athletic Performance,Advanced,8-Week Fat Loss - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,5,Push Pull Legs,75,Linear Progression,70,14,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,35,"Alternative sequencing for U000253, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000754,U000254,hoang254,General Fitness,Strength,Intermediate,8-Week General Fitness - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Push Pull Legs,60,Auto,24,12,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,12,"Alternative sequencing for U000254, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000755,U000255,anh255,Muscular Endurance,General Fitness,Advanced,8-Week Muscular Endurance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Upper Lower,90,RPE-Based,8,4,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,4,"Alternative sequencing for U000255, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T12:00,2026-08-10T12:00
PLAN000756,U000256,tuan256,Rehabilitation and Joint Health,Muscular Endurance,Advanced,8-Week Rehabilitation and Joint Health - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Auto,75,Double Progression,84,14,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,42,"Alternative sequencing for U000256, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000757,U000257,viet257,Strength,Mobility and Flexibility,Advanced,8-Week Strength - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Auto,60,Double Progression,46,15.33,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,18,"Alternative sequencing for U000257, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000758,U000258,viet258,Muscular Endurance,Rehabilitation and Joint Health,Intermediate,8-Week Muscular Endurance - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,5,Body Part Split,75,RPE-Based,38,7.6,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,19,"Alternative sequencing for U000258, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000759,U000259,viet259,Rehabilitation and Joint Health,General Fitness,Beginner,8-Week Rehabilitation and Joint Health - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Push Pull Legs,90,Auto,12,6,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,6,"Alternative sequencing for U000259, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000760,U000260,phong260,Fat Loss,Mobility and Flexibility,Intermediate,8-Week Fat Loss - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Body Part Split,75,Double Progression,12,4,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,6,"Alternative sequencing for U000260, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000761,U000261,thanh261,Rehabilitation and Joint Health,Athletic Performance,Advanced,8-Week Rehabilitation and Joint Health - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,5,Upper Lower,90,Linear Progression,10,2,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,5,"Alternative sequencing for U000261, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000762,U000262,lan262,Athletic Performance,Muscle Gain,Intermediate,8-Week Athletic Performance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,5,Chest Back Legs,75,Double Progression,39,7.8,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,15,"Alternative sequencing for U000262, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000763,U000263,mai263,Strength,Mobility and Flexibility,Advanced,8-Week Strength - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Body Part Split,60,Double Progression,89,14.83,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,35,"Alternative sequencing for U000263, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000764,U000264,dat264,Rehabilitation and Joint Health,Mobility and Flexibility,Advanced,8-Week Rehabilitation and Joint Health - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Upper Lower,60,RPE-Based,36,12,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,18,"Alternative sequencing for U000264, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000765,U000265,thanh265,Muscle Gain,Athletic Performance,Intermediate,8-Week Muscle Gain - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Body Part Split,45,Double Progression,36,12,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,12,"Alternative sequencing for U000265, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000766,U000266,huy266,Athletic Performance,Rehabilitation and Joint Health,Beginner,8-Week Athletic Performance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Chest Back Legs,90,Auto,60,15,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,32,"Alternative sequencing for U000266, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T12:00,2026-08-10T12:00
PLAN000767,U000267,huong267,General Fitness,Strength,Beginner,8-Week General Fitness - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Body Part Split,45,RPE-Based,8,2,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,4,"Alternative sequencing for U000267, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000768,U000268,huong268,Muscular Endurance,Athletic Performance,Intermediate,8-Week Muscular Endurance - Push Pull Legs - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Push Pull Legs,75,Auto,56,9.33,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,28,"Alternative sequencing for U000268, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000769,U000269,mai269,Fat Loss,Muscle Gain,Beginner,8-Week Fat Loss - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Auto,45,RPE-Based,40,10,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,20,"Alternative sequencing for U000269, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T12:00,2026-08-10T12:00
PLAN000770,U000270,huy270,Mobility and Flexibility,Athletic Performance,Intermediate,8-Week Mobility and Flexibility - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Chest Back Legs,90,Double Progression,8,2,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,4,"Alternative sequencing for U000270, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000771,U000271,quang271,General Fitness,Muscular Endurance,Advanced,8-Week General Fitness - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Push Pull Legs,90,RPE-Based,12,2,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,6,"Alternative sequencing for U000271, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000772,U000272,viet272,Strength,General Fitness,Advanced,8-Week Strength - Push Pull Legs - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Push Pull Legs,60,Auto,73,12.17,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,26,"Alternative sequencing for U000272, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000773,U000273,huy273,Rehabilitation and Joint Health,Muscular Endurance,Advanced,8-Week Rehabilitation and Joint Health - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Auto,45,RPE-Based,36,6,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,18,"Alternative sequencing for U000273, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000774,U000274,minh274,Rehabilitation and Joint Health,Strength,Intermediate,8-Week Rehabilitation and Joint Health - Chest Back Legs - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Chest Back Legs,75,Auto,12,4,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,6,"Alternative sequencing for U000274, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000775,U000275,bao275,General Fitness,Muscular Endurance,Intermediate,8-Week General Fitness - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Body Part Split,45,RPE-Based,28,7,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,14,"Alternative sequencing for U000275, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000776,U000276,bao276,Muscular Endurance,Fat Loss,Intermediate,8-Week Muscular Endurance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Auto,75,RPE-Based,24,6,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,12,"Alternative sequencing for U000276, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000777,U000277,phong277,Athletic Performance,Muscle Gain,Intermediate,8-Week Athletic Performance - Body Part Split - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Body Part Split,75,Linear Progression,54,13.5,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,21,"Alternative sequencing for U000277, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000778,U000278,son278,Athletic Performance,Muscle Gain,Intermediate,8-Week Athletic Performance - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,5,Auto,75,Auto,78,15.6,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,35,"Alternative sequencing for U000278, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000779,U000279,huong279,Fat Loss,Strength,Advanced,8-Week Fat Loss - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,3,Chest Back Legs,75,Auto,42,14,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,21,"Alternative sequencing for U000279, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000780,U000280,khoa280,General Fitness,Muscle Gain,Beginner,8-Week General Fitness - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,4,Auto,60,Auto,48,12,Auto-Regulated,Draft,User,codex-plan-expansion-v2.0,2.0,24,"Alternative sequencing for U000280, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000781,U000281,anh281,Muscle Gain,Fat Loss,Beginner,8-Week Muscle Gain - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,6,Upper Lower,60,Linear Progression,30,5,Auto-Regulated,Draft,AI,codex-plan-expansion-v2.0,2.0,12,"Alternative sequencing for U000281, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000782,U000282,minh282,Mobility and Flexibility,Fat Loss,Beginner,8-Week Mobility and Flexibility - Upper Lower - Variation 2,Personalized,2026-08-10,2026-10-04,8,2,Upper Lower,60,Double Progression,24,12,Auto-Regulated,Draft,Hybrid,codex-plan-expansion-v2.0,2.0,12,"Alternative sequencing for U000282, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
PLAN000783,U000283,dat283,Rehabilitation and Joint Health,Fat Loss,Advanced,8-Week Rehabilitation and Joint Health - Auto - Variation 2,Personalized,2026-08-10,2026-10-04,8,5,Auto,60,Linear Progression,40,8,Auto-Regulated,Draft,Coach,codex-plan-expansion-v2.0,2.0,20,"Alternative sequencing for U000283, derived from the validated base plan while preserving goal, level, schedule, equipment, safety constraints, and exercise volume.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T12:00,2026-08-10T12:00
